,Excitatory,Microglia,OD,Inhibitory,Endothelial,Astrocyte
1334.7852465_-3669.457843,0.23792407,0.016776705,0.24779664,0.010216127,0.43689692,0.050389476
1334.7852465_-3769.457843,0.25781053,0.010737162,0.52917045,0.013819944,0.091345474,0.097116396
1334.7852465_-3869.457843,0.15933412,0.015716687,0.72105414,0.018844094,0.020453118,0.06459787
1334.7852465_-3969.457843,0.28394485,0.059950113,0.4986033,0.004934916,0.14416833,0.008398514
1334.7852465_-4069.457843,0.2576382,0.021120586,0.57169163,0.01650023,0.10677023,0.026279198
1334.7852465_-4169.457843,0.167383,0.00711075,0.4455928,0.005438712,0.056141004,0.3183337
1334.7852465_-4269.457843,0.022443835,0.10126453,0.26839688,1.89E-06,0.54894686,0.058946017
1434.7852465_-2769.457843,0.020580228,0.000459124,0.86063904,1.21E-05,0.010721326,0.10758819
1434.7852465_-2869.457843,0.01007039,0.004486718,0.6969308,0.000145154,0.23079982,0.057567067
1434.7852465_-2969.457843,0.40206346,0.009500109,0.37893373,0.014871161,0.061056938,0.13357453
1434.7852465_-3069.457843,0.41762376,0.062726974,0.15217374,0.025405992,0.2795774,0.062492076
1434.7852465_-3169.457843,0.15021995,0.017082939,0.39584836,0.01873903,0.33820775,0.07990191
1434.7852465_-3269.457843,0.38813207,0.014712929,0.5256012,0.019544719,0.028413795,0.023595309
1434.7852465_-3369.457843,0.23109278,0.009540727,0.68688285,0.025635969,0.029652525,0.01719508
1434.7852465_-3469.457843,0.29828086,0.03127576,0.5859072,0.003609664,0.075517654,0.005408817
1434.7852465_-3569.457843,0.34364757,0.07639459,0.1717928,0.011916067,0.38655162,0.009697389
1434.7852465_-3669.457843,0.23042625,0.003853893,0.15352002,0.00275614,0.5622697,0.04717398
1434.7852465_-3769.457843,0.3706981,0.019064238,0.45833322,0.013492801,0.11992335,0.01848828
1434.7852465_-3869.457843,0.22677042,0.02392863,0.45746988,0.014752933,0.20515816,0.07191998
1434.7852465_-3969.457843,0.4139958,0.010293472,0.47499833,0.007492446,0.023640482,0.06957947
1434.7852465_-4069.457843,0.646536,0.002101347,0.26304448,0.014304941,0.008019947,0.06599333
1434.7852465_-4169.457843,0.32701737,0.034570295,0.3786632,0.00236521,0.12462219,0.13276173
1434.7852465_-4269.457843,0.034297206,0.12695049,0.26280805,3.25E-05,0.4849579,0.090953834
1534.7852465_-2769.457843,0.015539184,0.003725547,0.95531267,0.000209343,0.018962087,0.006251151
1534.7852465_-2869.457843,0.0460126,0.003884259,0.9373849,0.000208279,0.010650095,0.001859841
1534.7852465_-2969.457843,0.08803104,0.006417417,0.75835955,0.002232767,0.03531068,0.109648526
1534.7852465_-3069.457843,0.43163082,0.006703909,0.40671414,0.04720043,0.006749929,0.101000875
1534.7852465_-3169.457843,0.39830172,0.036760855,0.30226773,0.09569277,0.13593204,0.031044872
1534.7852465_-3269.457843,0.32779267,0.011696897,0.47144905,0.022594737,0.1276442,0.038822412
1534.7852465_-3369.457843,0.6426177,0.11576025,0.12541555,0.015604601,0.09484204,0.005759863
1534.7852465_-3469.457843,0.5699741,0.02015666,0.23101854,0.026037036,0.1222158,0.030597787
1534.7852465_-3569.457843,0.4201784,0.002282733,0.47293472,0.012225136,0.030155636,0.06222338
1534.7852465_-3669.457843,0.31010985,0.046638675,0.38181022,0.013569111,0.1635129,0.084359236
1534.7852465_-3769.457843,0.35300997,0.007113345,0.3985224,0.01063003,0.1566539,0.07407038
1534.7852465_-3869.457843,0.53294706,0.049769808,0.25232807,0.032383654,0.10722816,0.025343228
1534.7852465_-3969.457843,0.22364548,0.003293999,0.550717,0.002407277,0.006142468,0.21379374
1534.7852465_-4069.457843,0.356767,0.019214954,0.38815108,0.000160289,0.03735856,0.19834809
1534.7852465_-4169.457843,0.11505228,0.042578705,0.31684828,0.001120606,0.43159267,0.092807434
1534.7852465_-4269.457843,0.025304219,0.25859338,0.3295562,5.27E-06,0.37871984,0.007821143
1634.7852465_-2769.457843,0.015622481,0.013818347,0.776282,1.97E-06,0.19073771,0.003537515
1634.7852465_-2869.457843,0.020746198,0.00122255,0.94154555,0.000225234,0.011044945,0.02521546
1634.7852465_-2969.457843,0.059399094,0.001652011,0.74064755,0.002269815,0.11035071,0.08568082
1634.7852465_-3069.457843,0.46589604,0.01956915,0.28234497,0.038214363,0.09235094,0.10162454
1634.7852465_-3169.457843,0.5289114,0.03920686,0.30462238,0.020840636,0.048534807,0.057883907
1634.7852465_-3269.457843,0.5178403,0.058965623,0.21198852,0.020562405,0.09034141,0.10030175
1634.7852465_-3369.457843,0.43250597,0.004940447,0.1944746,0.017389433,0.009012558,0.34167704
1634.7852465_-3469.457843,0.44240138,0.09550274,0.15054844,0.019684892,0.2568554,0.035007093
1634.7852465_-3569.457843,0.39622045,0.012162862,0.1910363,0.03551251,0.0555456,0.30952233
1634.7852465_-3669.457843,0.676817,0.038958557,0.1451881,0.011867331,0.02637269,0.100796334
1634.7852465_-3769.457843,0.58392525,0.057854187,0.2757787,0.0088066,0.06524663,0.008388612
1634.7852465_-3869.457843,0.30371255,0.043440446,0.40798542,0.000846679,0.19898364,0.04503124
1634.7852465_-3969.457843,0.39589873,0.028081762,0.52524364,0.001976991,0.004724311,0.044074617
1634.7852465_-4069.457843,0.31236276,0.040571913,0.468561,0.000470864,0.14889881,0.02913462
1634.7852465_-4169.457843,0.070962116,0.34475112,0.23909399,6.03E-07,0.21304555,0.13214663
1634.7852465_-4269.457843,0.09055524,0.110950746,0.46659166,4.24E-05,0.32893595,0.002924055
1734.7852465_-2769.457843,0.02021426,0.006670466,0.9587525,1.83E-06,0.011075453,0.003285463
1734.7852465_-2869.457843,0.018301073,0.007172518,0.8653268,7.55E-05,0.059861477,0.04926255
1734.7852465_-2969.457843,0.06341145,0.001947195,0.88702303,4.39E-05,0.01963719,0.027937194
1734.7852465_-3069.457843,0.30796835,0.20755251,0.3467035,0.011168708,0.08223312,0.044373773
1734.7852465_-3169.457843,0.31153038,0.08035069,0.50045174,0.007826054,0.05093225,0.0489088
1734.7852465_-3269.457843,0.32088354,0.06504285,0.25533977,0.001874617,0.044700105,0.3121591
1734.7852465_-3369.457843,0.09885264,0.095765576,0.31520656,0.000324553,0.43783918,0.052011535
1734.7852465_-3469.457843,0.18422513,0.02958651,0.32317045,0.001017536,0.34123763,0.120762795
1734.7852465_-3569.457843,0.2640486,0.030814234,0.36882094,0.011829956,0.02641544,0.29807088
1734.7852465_-3669.457843,0.5248768,0.09882722,0.2818607,0.006422925,0.026050236,0.061962157
1734.7852465_-3769.457843,0.300947,0.16550261,0.42227945,0.007194554,0.07181298,0.03226338
1734.7852465_-3869.457843,0.17916143,0.07719031,0.71760714,0.00155564,0.018727602,0.00575792
1734.7852465_-3969.457843,0.374618,0.16522293,0.41594175,6.23E-05,0.024335703,0.019819384
1734.7852465_-4069.457843,0.35609275,0.15951179,0.3034372,7.13E-06,0.16170536,0.019245736
1734.7852465_-4169.457843,0.034428723,0.026789116,0.35679126,4.60E-06,0.48746982,0.094516516
1834.7852465_-2769.457843,0.019671496,0.002020805,0.91489047,1.60E-05,0.048981905,0.01441944
1834.7852465_-2869.457843,0.028864738,0.000391242,0.9498359,7.70E-05,0.005926295,0.014904788
1834.7852465_-2969.457843,0.053486433,0.001605975,0.7712447,0.002613905,0.0669998,0.1040492
1834.7852465_-3069.457843,0.34451023,0.12793462,0.3695551,0.019458497,0.09937722,0.03916433
1834.7852465_-3169.457843,0.20308672,0.040353306,0.22098422,0.002944397,0.45664516,0.07598614
1834.7852465_-3269.457843,0.21381125,0.11698944,0.26086158,0.010395279,0.19414164,0.20380083
1834.7852465_-3369.457843,0.15460774,0.008599574,0.7317509,0.006137328,0.03397003,0.0649344
1834.7852465_-3469.457843,0.29647803,0.1676007,0.37470257,0.002678091,0.029064838,0.12947583
1834.7852465_-3569.457843,0.228417,0.28391457,0.24400961,0.000729061,0.12577407,0.11715566
1834.7852465_-3669.457843,0.16392133,0.061288834,0.5159473,0.018162858,0.094767965,0.14591177
1834.7852465_-3769.457843,0.18251994,0.08913784,0.6883322,0.001925118,0.03583755,0.002247425
1834.7852465_-3869.457843,0.2972519,0.0666679,0.5227507,0.004179314,0.10299201,0.006158166
1834.7852465_-3969.457843,0.24426906,0.21203256,0.34309274,2.91E-06,0.1987149,0.001887891
1834.7852465_-4069.457843,0.27023852,0.30926582,0.33671802,1.35E-05,0.032661196,0.05110302
1834.7852465_-4169.457843,0.069266975,0.041132074,0.35768673,1.86E-06,0.056412045,0.47550032
1834.7852465_-4269.457843,0.1912397,0.093156524,0.21029994,0.002486691,0.49611148,0.006705666
1934.7852465_-2769.457843,0.025233885,0.002173168,0.84712046,0.000163922,0.011077579,0.11423098
1934.7852465_-2869.457843,0.015923496,0.002330753,0.8307095,4.87E-05,0.049491506,0.101495974
1934.7852465_-2969.457843,0.12871616,0.003543403,0.42757538,0.006139822,0.042163808,0.3918615
1934.7852465_-3069.457843,0.45614377,0.002759035,0.4061041,0.025481552,0.016028676,0.09348287
1934.7852465_-3169.457843,0.3840719,0.017462475,0.1618308,0.035246838,0.22488114,0.17650677
1934.7852465_-3269.457843,0.5931955,0.023885006,0.19388013,0.017100928,0.018987603,0.15295091
1934.7852465_-3369.457843,0.32223377,0.14117809,0.18343562,0.015650107,0.1520555,0.1854469
1934.7852465_-3469.457843,0.41841215,0.026577896,0.4691519,0.004729627,0.07854983,0.002578622
1934.7852465_-3569.457843,0.54194033,0.01953958,0.24640115,0.017924238,0.059187304,0.11500738
1934.7852465_-3669.457843,0.20978041,0.002477708,0.31158638,0.01627911,0.34452823,0.1153481
1934.7852465_-3769.457843,0.2602083,0.12277875,0.35735244,0.002054399,0.22951283,0.028093278
1934.7852465_-3869.457843,0.2250577,0.09092381,0.48520297,0.008292009,0.17189649,0.018627057
1934.7852465_-3969.457843,0.29788652,0.006092427,0.58953136,0.000186529,0.0237161,0.08258706
1934.7852465_-4069.457843,0.14939526,0.030021945,0.35928026,0.000154314,0.3563007,0.10484749
1934.7852465_-4169.457843,0.019383421,0.25057593,0.06817873,1.37E-05,0.2113283,0.45051983
1934.7852465_-4269.457843,0.110930815,0.071517475,0.3985464,0.007082877,0.39832395,0.013598477
2034.7852465_-2769.457843,0.010473669,0.002521479,0.96537113,5.79E-05,0.008656135,0.012919595
2034.7852465_-2869.457843,0.010074799,0.00130972,0.920058,0.000496571,0.046676364,0.021384524
2034.7852465_-2969.457843,0.24439962,0.002781468,0.6863818,0.024667524,0.007505829,0.034263708
2034.7852465_-3069.457843,0.2438405,0.12901132,0.17239413,0.04323111,0.36572754,0.045795325
2034.7852465_-3169.457843,0.24108455,0.043621413,0.5194584,0.11774282,0.02237864,0.055714153
2034.7852465_-3269.457843,0.2989639,0.000729399,0.49784684,0.083253086,0.007814749,0.11139201
2034.7852465_-3369.457843,0.44364095,0.004200557,0.4517358,0.018039033,0.0357981,0.04658559
2034.7852465_-3469.457843,0.3261528,0.002841797,0.3509293,0.005278044,0.3019188,0.012879273
2034.7852465_-3569.457843,0.4708215,0.008535527,0.46899265,0.008226785,0.003947943,0.039475612
2034.7852465_-3669.457843,0.5298488,0.005107308,0.19524705,0.010252164,0.13012506,0.12941967
2034.7852465_-3769.457843,0.4604905,0.14571822,0.2898797,0.014287713,0.086852,0.002771857
2034.7852465_-3869.457843,0.38592294,0.09892077,0.17611367,0.003644649,0.3051346,0.030263301
2034.7852465_-3969.457843,0.23815608,0.008043914,0.7015224,0.002771865,0.008782274,0.04072352
2034.7852465_-4069.457843,0.30392337,0.07966251,0.31642145,0.005414876,0.26878655,0.025791256
2034.7852465_-4169.457843,0.083950296,0.21387514,0.21203254,0.000773069,0.4836033,0.005765595
2034.7852465_-4269.457843,0.037367433,0.015193232,0.54138124,0.000659962,0.39306605,0.012332154
2134.7852465_-2769.457843,0.054741807,0.000714759,0.9122523,3.44E-05,0.016135998,0.01612074
2134.7852465_-2869.457843,0.12836127,0.002013323,0.7293897,0.009578782,0.029040795,0.10161604
2134.7852465_-2969.457843,0.54692376,0.026549673,0.25461748,0.061520826,0.022812776,0.08757546
2134.7852465_-3069.457843,0.4445434,0.003549969,0.46929717,0.032671355,0.011001046,0.038937148
2134.7852465_-3169.457843,0.14540832,0.029243207,0.30777392,0.014144974,0.45112112,0.052308384
2134.7852465_-3269.457843,0.50885224,0.07587247,0.24437332,0.013316919,0.14412074,0.013464321
2134.7852465_-3369.457843,0.37762788,0.009666739,0.5005671,0.01575056,0.07286374,0.023524005
2134.7852465_-3469.457843,0.68634915,0.009053171,0.16371876,0.012380089,0.016811192,0.11168763
2134.7852465_-3569.457843,0.3020162,0.012344607,0.4931422,0.008131811,0.11972283,0.064642325
2134.7852465_-3669.457843,0.13930075,0.014854211,0.22569314,0.003915716,0.5454162,0.070819974
2134.7852465_-3769.457843,0.095489815,0.03694497,0.47693247,0.00231598,0.37973619,0.008580569
2134.7852465_-3869.457843,0.7348521,0.035757534,0.12504573,0.015960261,0.038702946,0.049681604
2134.7852465_-3969.457843,0.23086216,0.01405635,0.699502,0.001269062,0.048376463,0.005934027
2134.7852465_-4069.457843,0.15323351,0.012992702,0.3550468,0.004722594,0.3645873,0.10941705
2134.7852465_-4169.457843,0.023335375,0.18764335,0.17859204,0.000107998,0.18048939,0.4298319
2134.7852465_-4269.457843,0.023358788,0.07105847,0.2684249,1.01E-05,0.57752085,0.059626985
2234.7852465_-2769.457843,0.12393026,0.003716761,0.84199065,0.000117776,0.017129961,0.01311464
2234.7852465_-2869.457843,0.038209725,0.009281213,0.70430243,0.005357623,0.20245866,0.040390335
2234.7852465_-2969.457843,0.40367714,0.1368398,0.2376996,0.017603086,0.19641228,0.00776808
2234.7852465_-3069.457843,0.24021189,0.011976562,0.6460893,0.032300964,0.06367261,0.005748624
2234.7852465_-3169.457843,0.28986508,0.0294752,0.5981514,0.031256493,0.04393347,0.007318346
2234.7852465_-3269.457843,0.31671906,0.00650606,0.2737233,0.009057381,0.3323952,0.061598945
2234.7852465_-3369.457843,0.434411,0.002551871,0.3955043,0.02587241,0.004484736,0.13717571
2234.7852465_-3469.457843,0.2670404,0.024801383,0.3166617,0.007603969,0.33019426,0.05369822
2234.7852465_-3569.457843,0.10375184,0.003897864,0.41296443,0.002642537,0.41441727,0.06232601
2234.7852465_-3669.457843,0.06613274,0.003362939,0.19275801,0.018195458,0.63570607,0.08384479
2234.7852465_-3769.457843,0.1559551,0.09196575,0.52246577,0.009522184,0.21338423,0.006707039
2234.7852465_-3869.457843,0.2780818,0.005086262,0.57553506,0.009162426,0.040078916,0.092055604
2234.7852465_-3969.457843,0.29239342,0.012305848,0.49304393,0.005839745,0.008355003,0.18806213
2234.7852465_-4069.457843,0.59848076,0.009818706,0.32524574,0.013616943,0.018838985,0.03399888
2234.7852465_-4169.457843,0.038694397,0.043669235,0.14087105,0.000533634,0.72436404,0.051867664
2234.7852465_-4269.457843,0.0742138,0.06619951,0.30464396,1.86E-05,0.39968854,0.15523553
2334.7852465_-2769.457843,0.144971,0.005611314,0.6993428,0.000443276,0.12583911,0.023792544
2334.7852465_-2869.457843,0.23550908,0.011263894,0.6573685,0.01315294,0.011021477,0.07168417
2334.7852465_-2969.457843,0.322003,0.114407815,0.3405356,0.015965499,0.20396094,0.003127141
2334.7852465_-3069.457843,0.18121943,0.116302885,0.25090352,0.023647433,0.4015657,0.02636097
2334.7852465_-3169.457843,0.4111624,0.0401916,0.2560689,0.022981374,0.25001013,0.019585608
2334.7852465_-3269.457843,0.23139629,0.011949174,0.29746464,0.037040025,0.3521082,0.070041664
2334.7852465_-3369.457843,0.4348799,0.08473842,0.29303882,0.03398845,0.14238854,0.010965936
2334.7852465_-3469.457843,0.18298024,0.018003901,0.59641415,0.03539323,0.051567074,0.11564143
2334.7852465_-3569.457843,0.23435016,0.048294265,0.5149335,0.019543847,0.17369711,0.009181118
2334.7852465_-3669.457843,0.30705565,0.015741495,0.6269831,0.013578204,0.02254728,0.014094198
2334.7852465_-3769.457843,0.24386162,0.00748965,0.615587,0.03581247,0.06539486,0.03185447
2334.7852465_-3869.457843,0.37954277,0.012887063,0.4531046,0.041260242,0.006424652,0.10678067
2334.7852465_-3969.457843,0.28854677,0.020156706,0.58020306,0.00185874,0.094533645,0.014701111
2334.7852465_-4069.457843,0.15103693,0.1388485,0.2521452,0.005752103,0.4315203,0.020696942
2334.7852465_-4169.457843,0.2997842,0.009740599,0.48167554,0.00892463,0.19238965,0.007485351
2334.7852465_-4269.457843,0.021173159,0.06499507,0.1325297,1.21E-05,0.46761468,0.3136753
2434.7852465_-2769.457843,0.06577672,0.002513551,0.8546997,0.000265944,0.010879274,0.06586485
2434.7852465_-2869.457843,0.3171804,0.11812476,0.2041244,0.003223962,0.33576316,0.021583347
2434.7852465_-2969.457843,0.31082287,0.032378227,0.48947045,0.020699745,0.11990555,0.02672314
2434.7852465_-3069.457843,0.5263524,0.013968005,0.3268705,0.040740665,0.011316469,0.08075189
2434.7852465_-3169.457843,0.16741121,0.048099723,0.5732188,0.03167803,0.16141464,0.01817759
2434.7852465_-3269.457843,0.35157523,0.010824454,0.5751614,0.038598772,0.01157591,0.012264192
2434.7852465_-3369.457843,0.3589758,0.037003033,0.51031226,0.019386213,0.035591435,0.038731277
2434.7852465_-3469.457843,0.37851492,0.033487964,0.36073226,0.05680545,0.13533401,0.035125364
2434.7852465_-3569.457843,0.15081477,0.00260214,0.6787676,0.028283486,0.111745104,0.02778685
2434.7852465_-3669.457843,0.21701737,0.004197368,0.522353,0.051616203,0.136255,0.068561055
2434.7852465_-3769.457843,0.24589013,0.003536488,0.6475187,0.037636563,0.030552434,0.03486568
2434.7852465_-3869.457843,0.33121768,0.050432563,0.46546105,0.03823334,0.10353342,0.011121983
2434.7852465_-3969.457843,0.2628583,0.002057838,0.63955986,0.026471807,0.034578737,0.03447345
2434.7852465_-4069.457843,0.241993,0.026099142,0.46203765,0.06658211,0.19255337,0.010734633
2434.7852465_-4169.457843,0.0906746,0.021044398,0.37979603,0.001843003,0.3903719,0.11627004
2434.7852465_-4269.457843,0.018416628,0.26312938,0.18019582,3.58E-05,0.08182575,0.4563967
2534.7852465_-2769.457843,0.26319966,0.009978535,0.530162,0.002429971,0.17213242,0.022097364
2534.7852465_-2869.457843,0.40287057,0.008198713,0.44572553,0.015425156,0.057683673,0.07009632
2534.7852465_-2969.457843,0.37914872,0.03358754,0.42522237,0.009722631,0.1144668,0.037851963
2534.7852465_-3069.457843,0.3559843,0.07308757,0.49589017,0.014794609,0.048350103,0.011893243
2534.7852465_-3169.457843,0.24237236,0.051236253,0.30340356,0.038736086,0.3546904,0.009561286
2534.7852465_-3269.457843,0.56859577,0.115601614,0.19661196,0.038715683,0.07158877,0.00888624
2534.7852465_-3369.457843,0.12285175,0.02488854,0.722537,0.066797525,0.021676889,0.041248377
2534.7852465_-3469.457843,0.3419522,0.010292999,0.4657429,0.0620022,0.07619811,0.04381163
2534.7852465_-3569.457843,0.225474,0.009405909,0.60074544,0.020149402,0.11254886,0.031676393
2534.7852465_-3669.457843,0.28227264,0.003537776,0.59955007,0.04972694,0.009214443,0.055698078
2534.7852465_-3769.457843,0.24082343,0.025372306,0.5987953,0.061968073,0.040197477,0.032843336
2534.7852465_-3869.457843,0.1455947,0.009059684,0.5704523,0.009978363,0.2381231,0.026791794
2534.7852465_-3969.457843,0.10236549,0.06748804,0.29628038,0.010494366,0.5165735,0.006798242
2534.7852465_-4069.457843,0.066430815,0.013882298,0.71329904,0.050942633,0.1347149,0.020730356
2534.7852465_-4169.457843,0.15409829,0.016027698,0.5431493,0.021776916,0.18411581,0.080831975
2534.7852465_-4269.457843,0.08730278,0.059834376,0.44032118,3.59E-07,0.2531679,0.15937339
-1471.530357_-2368.451439,0.029080208,0.016508874,0.82869124,0.002235972,0.11521671,0.008267076
-1471.530357_-2468.451439,0.6381501,0.057141546,0.15883131,0.031784244,0.10583408,0.008258709
-1471.530357_-2568.451439,0.46181607,0.16235875,0.15664954,0.03232117,0.15778646,0.029067984
-1471.530357_-2668.451439,0.27460742,0.001619249,0.631349,0.056520473,0.016109126,0.019794706
-1471.530357_-2768.451439,0.14303832,0.003093705,0.77542007,0.021297297,0.023862077,0.0332886
-1471.530357_-2868.451439,0.115920626,0.00319389,0.7885514,0.04053205,0.041793607,0.010008383
-1471.530357_-2968.451439,0.051403053,0.002947543,0.77808976,0.07716897,0.07310512,0.017285626
-1471.530357_-3068.451439,0.0878911,0.015567954,0.74308527,0.111368254,0.013616644,0.028470777
-1471.530357_-3168.451439,0.08454267,0.022967536,0.74318904,0.003518507,0.13890688,0.00687542
-1471.530357_-3268.451439,0.27351665,0.005297366,0.3057334,0.036036506,0.28061062,0.09880543
-1471.530357_-3368.451439,0.26983672,0.018741995,0.46038476,0.023022389,0.20794815,0.02006592
-1471.530357_-3468.451439,0.09854634,0.012723208,0.659574,0.03588424,0.1828256,0.010446635
-1471.530357_-3568.451439,0.16789076,0.00412176,0.61975616,0.05074047,0.07285045,0.08464046
-1471.530357_-3668.451439,0.35242194,0.0661107,0.25176084,0.0905236,0.21444406,0.02473879
-1471.530357_-3768.451439,0.074957155,0.018377,0.6388728,0.069589786,0.15922895,0.03897426
-1471.530357_-3868.451439,0.034259945,0.04108477,0.32518154,1.42E-05,0.07231296,0.52714664
-1571.530357_-2368.451439,0.036941517,0.002733235,0.91694117,0.000110481,0.008613759,0.03465984
-1571.530357_-2468.451439,0.6230129,0.06259989,0.21017797,0.036066692,0.0337664,0.034376215
-1571.530357_-2568.451439,0.60723794,0.020227514,0.14717941,0.012879566,0.07602902,0.1364466
-1571.530357_-2668.451439,0.31312513,0.012493015,0.48997924,0.033477336,0.12019626,0.030729063
-1571.530357_-2768.451439,0.18838261,0.014584368,0.50455904,0.058626316,0.07867461,0.15517305
-1571.530357_-2868.451439,0.1220884,0.031549282,0.59369594,0.04248463,0.1792978,0.030883983
-1571.530357_-2968.451439,0.065436386,0.020840589,0.66974497,0.0257998,0.20877203,0.009406234
-1571.530357_-3068.451439,0.16507944,0.03240711,0.50083953,0.05790112,0.1059863,0.13778654
-1571.530357_-3168.451439,0.054966327,0.048093237,0.39846933,0.00044267,0.44275817,0.05527023
-1571.530357_-3268.451439,0.2511015,0.029788885,0.5132637,0.040239338,0.11135021,0.054256372
-1571.530357_-3368.451439,0.27499524,0.04291961,0.41222417,0.020361058,0.2143478,0.035152115
-1571.530357_-3468.451439,0.15131643,0.009557702,0.2064485,0.011971807,0.52648616,0.09421939
-1571.530357_-3568.451439,0.28632173,0.011470652,0.27512285,0.013167657,0.41034743,0.003569722
-1571.530357_-3668.451439,0.14247602,0.007971403,0.70779955,0.057667878,0.07292309,0.01116199
-1571.530357_-3768.451439,0.15977538,0.015116993,0.7141726,0.074180886,0.007574635,0.029179543
-1571.530357_-3868.451439,0.03677683,0.019177778,0.7230257,0.00028005,0.21405964,0.00668008
-1671.530357_-2368.451439,0.04314615,0.001113316,0.7695622,5.01E-05,0.05586642,0.13026181
-1671.530357_-2468.451439,0.324729,0.003607266,0.5863682,0.013276747,0.044199534,0.027819289
-1671.530357_-2568.451439,0.6936461,0.015852157,0.261066,0.018756706,0.005969944,0.004709116
-1671.530357_-2668.451439,0.34938154,0.01361529,0.54204476,0.03085294,0.029885149,0.03422029
-1671.530357_-2768.451439,0.39478627,0.008314717,0.31871536,0.033178188,0.117992535,0.1270129
-1671.530357_-2868.451439,0.5057852,0.10306408,0.26805937,0.026322097,0.080519356,0.016249925
-1671.530357_-2968.451439,0.20185526,0.005292989,0.60688275,0.06844701,0.059086185,0.058435775
-1671.530357_-3068.451439,0.26740772,0.030071588,0.45279804,0.055516474,0.13638502,0.057821162
-1671.530357_-3168.451439,0.24372874,0.035908334,0.5176104,0.008576051,0.13281669,0.06135978
-1671.530357_-3268.451439,0.13329405,0.016935814,0.55019075,0.015804278,0.020742843,0.26303223
-1671.530357_-3368.451439,0.18652418,0.011698122,0.5333097,0.02433147,0.104202256,0.13993424
-1671.530357_-3468.451439,0.13057412,0.00165557,0.50859404,0.05651515,0.07774523,0.22491588
-1671.530357_-3568.451439,0.5616228,0.01766439,0.34346673,0.030550703,0.013639724,0.033055663
-1671.530357_-3668.451439,0.25377095,0.011909227,0.5256402,0.038685586,0.053865697,0.116128355
-1671.530357_-3768.451439,0.08388483,0.002585984,0.6543448,0.004467161,0.19527598,0.05944123
-1671.530357_-3868.451439,0.011526155,0.000420837,0.3948197,3.21E-06,0.45790586,0.13532428
-1771.530357_-2368.451439,0.006908955,0.01907177,0.74366474,5.79E-06,0.21365498,0.016693862
-1771.530357_-2468.451439,0.077909485,0.000457489,0.7958463,0.004003388,0.003162136,0.11862118
-1771.530357_-2568.451439,0.52190447,0.030411223,0.28308576,0.016340539,0.06323303,0.08502498
-1771.530357_-2668.451439,0.4965951,0.020698735,0.34938046,0.05381608,0.019651627,0.059858035
-1771.530357_-2768.451439,0.23447809,0.013390793,0.3855548,0.02712784,0.31267813,0.02677031
-1771.530357_-2868.451439,0.22936812,0.022956958,0.534551,0.080642484,0.007059867,0.1254216
-1771.530357_-2968.451439,0.51112306,0.018730253,0.15119877,0.0624206,0.25265217,0.003875166
-1771.530357_-3068.451439,0.11433716,0.008065186,0.5256747,0.014757076,0.29062515,0.046540707
-1771.530357_-3168.451439,0.22589175,0.002891138,0.38840157,0.00278953,0.22260761,0.15741836
-1771.530357_-3268.451439,0.17853554,0.003124736,0.6701052,0.013819378,0.043370586,0.091044545
-1771.530357_-3368.451439,0.20710032,0.027739348,0.26809803,0.030644564,0.44789207,0.018525748
-1771.530357_-3468.451439,0.1735672,0.012248999,0.59094906,0.016086005,0.11136099,0.095787786
-1771.530357_-3568.451439,0.46901044,0.052044638,0.37573388,0.005299204,0.013285555,0.084626324
-1771.530357_-3668.451439,0.04060691,0.005025792,0.49506757,0.002532644,0.37148026,0.08528688
-1771.530357_-3768.451439,0.12982537,0.002553209,0.6320959,0.004889251,0.13819961,0.0924367
-1771.530357_-3868.451439,0.05319387,0.23713543,0.39953363,1.67E-06,0.070708245,0.23942722
-1871.530357_-2368.451439,0.009233631,0.001278659,0.8781181,9.54E-05,0.026036277,0.08523788
-1871.530357_-2468.451439,0.02467662,0.005347368,0.88312703,7.64E-05,0.027569309,0.05920321
-1871.530357_-2568.451439,0.2095258,0.012940857,0.6161461,0.020417795,0.061510276,0.079459175
-1871.530357_-2668.451439,0.36480528,0.0997373,0.31658342,0.074625365,0.09720084,0.0470478
-1871.530357_-2768.451439,0.23936999,0.019420514,0.5887845,0.08947653,0.014049752,0.048898656
-1871.530357_-2868.451439,0.19409998,0.020767028,0.65920985,0.05836662,0.011599056,0.055957425
-1871.530357_-2968.451439,0.20345645,0.00256278,0.53545874,0.033682253,0.005473085,0.21936671
-1871.530357_-3068.451439,0.07101521,0.003397745,0.57488567,0.004002146,0.24076954,0.105929725
-1871.530357_-3168.451439,0.11754393,0.004532675,0.7046403,0.01080988,0.07180012,0.09067302
-1871.530357_-3268.451439,0.7030655,0.005787816,0.122039154,0.037804868,0.058063038,0.07323959
-1871.530357_-3368.451439,0.32209983,0.013255645,0.55572855,0.025740137,0.057298034,0.025877785
-1871.530357_-3468.451439,0.25097623,0.003053584,0.5771125,0.002840895,0.15404554,0.011971212
-1871.530357_-3568.451439,0.24531876,0.020397535,0.68897223,0.0248561,0.012169395,0.008286058
-1871.530357_-3668.451439,0.14054489,0.010676377,0.45868322,0.005012299,0.37797996,0.007103215
-1871.530357_-3768.451439,0.085272156,0.007256183,0.49617597,0.003089902,0.020970827,0.38723502
-1871.530357_-3868.451439,0.028332671,0.07145086,0.49131423,5.22E-07,0.055320866,0.3535809
-1971.530357_-2368.451439,0.014865092,0.000893419,0.9425612,6.35E-05,0.008958597,0.03265822
