,Inhibitory,Endothelial,Astrocyte,Microglia,OD,Excitatory
2177.1239951_-2507.857618,0.152350132,0.314777756,0,0,0.133050468,0.399821645
2177.1239951_-2607.857618,0.253462899,0,0.113901923,0.144117729,0,0.488517449
2177.1239951_-2707.857618,0.426041435,0,0,0,0.277688758,0.296269807
2177.1239951_-2807.857618,0.783677268,0,0,0,0,0.216322732
2177.1239951_-2907.857618,0.710235447,0,0.142411893,0.096215697,0,0.051136962
2177.1239951_-3007.857618,0.397323207,0.151275604,0,0.126213532,0,0.325187657
2177.1239951_-3107.857618,0.337105744,0.463967843,0,0,0,0.198926413
2277.1239951_-1607.857618,0.219782853,0.17097281,0.228622951,0,0.157078883,0.223542503
2277.1239951_-1707.857618,0,0.336633482,0.113646821,0,0.253041933,0.296677765
2277.1239951_-1807.857618,0,0,0.05777662,0,0.94222338,0
2277.1239951_-1907.857618,0,0.413355126,0,0,0.521917953,0.064726921
2277.1239951_-2007.857618,0.322029793,0.30088451,0,0,0,0.377085698
2277.1239951_-2107.857618,0.26656474,0.164882551,0,0,0.346053255,0.222499454
2277.1239951_-2207.857618,0.460965152,0.050378835,0.088701066,0,0.074171389,0.325783559
2277.1239951_-2307.857618,0.335612021,0.153835852,0.05701659,0,0.203679231,0.249856306
2277.1239951_-2407.857618,0.32434872,0.071266004,0.069004204,0.173408726,0.268474225,0.093498121
2277.1239951_-2507.857618,0.10868031,0.325151908,0,0,0.169465828,0.396701954
2277.1239951_-2607.857618,0.15785433,0.408313249,0.094050249,0,0,0.339782172
2277.1239951_-2707.857618,0.346821814,0.120980834,0,0.227770683,0,0.304426669
2277.1239951_-2807.857618,0.770105347,0,0,0,0,0.229894653
2277.1239951_-2907.857618,0.302616522,0,0,0,0.41911893,0.278264549
2277.1239951_-3007.857618,0.319044557,0,0.144862696,0.066125872,0.099488759,0.370478116
2277.1239951_-3107.857618,0.171430747,0.331789708,0,0.184867803,0,0.311911743
2377.1239951_-1607.857618,0.112775745,0.069050375,0,0.146157632,0.672016249,0
2377.1239951_-1707.857618,0.057682817,0.257652628,0.206837402,0,0.30981435,0.168012803
2377.1239951_-1807.857618,0,0.315092268,0,0.21159315,0.31066349,0.162651092
2377.1239951_-1907.857618,0.226847066,0.297569489,0,0,0.254949962,0.220633483
2377.1239951_-2007.857618,0.185133707,0,0.132318116,0.324226957,0.059014424,0.299306795
2377.1239951_-2107.857618,0.516280985,0,0,0.128339033,0.097304668,0.258075314
2377.1239951_-2207.857618,0.288827426,0.087670958,0,0.224120407,0.078674528,0.320706682
2377.1239951_-2307.857618,0.150770798,0,0.447487196,0.063996415,0.160472045,0.177273547
2377.1239951_-2407.857618,0.176522218,0,0,0,0.29437541,0.529102372
2377.1239951_-2507.857618,0.225377627,0,0,0,0.384475463,0.39014691
2377.1239951_-2607.857618,0.342488365,0.215088067,0,0,0.301377193,0.141046375
2377.1239951_-2707.857618,0.078439604,0.437574083,0.071406868,0.089561943,0.084201032,0.23881647
2377.1239951_-2807.857618,0.157482525,0,0,0.128734663,0.344807024,0.368975789
2377.1239951_-2907.857618,0.164299726,0.292945206,0.09844353,0.265643139,0,0.178668398
2377.1239951_-3007.857618,0.371025107,0.11979323,0,0,0.052692259,0.456489403
2377.1239951_-3107.857618,0,0.852173868,0,0.147826132,0,0
877.1239951_-1607.857618,0,0,0.089669331,0.23693539,0.605015481,0.068379798
877.1239951_-1707.857618,0.085938121,0.16582041,0,0.121266541,0.16883601,0.458138918
877.1239951_-1807.857618,0.153115852,0.354271283,0,0.157724456,0,0.334888409
877.1239951_-1907.857618,0.289590386,0.083419875,0,0.289524328,0,0.337465412
877.1239951_-2007.857618,0.497697184,0,0,0,0.110318442,0.391984374
877.1239951_-2107.857618,0.386549339,0.13824932,0,0.271357222,0,0.203844119
877.1239951_-2207.857618,0.381451438,0,0.286808618,0,0.153204481,0.178535463
877.1239951_-2307.857618,0.151663306,0.419460609,0,0.25366858,0.09404176,0.081165745
877.1239951_-2407.857618,0.298067279,0.154416533,0,0,0.125253496,0.422262692
877.1239951_-2507.857618,0.131702752,0,0.10578642,0,0.568459913,0.194050915
877.1239951_-2607.857618,0.360811051,0.078594511,0,0.130850587,0,0.429743851
877.1239951_-2707.857618,0.146819732,0.542744315,0,0.06021043,0.088530874,0.161694649
877.1239951_-2807.857618,0.114907413,0.185235055,0.055010575,0.210769321,0.238743548,0.195334089
877.1239951_-2907.857618,0.202310206,0,0,0.101322923,0.261318177,0.435048695
877.1239951_-3007.857618,0.223094332,0.10775089,0.125478907,0.168258414,0,0.375417458
877.1239951_-3107.857618,1,0,0,0,0,0
977.1239951_-1607.857618,0.066304364,0.321741309,0,0,0.447218932,0.164735395
977.1239951_-1707.857618,0,0.201415142,0,0.062699105,0.653426415,0.082459338
977.1239951_-1807.857618,0,0.134911129,0.061408833,0,0.803680038,0
977.1239951_-1907.857618,0.091321731,0.451075974,0.244020177,0,0,0.213582119
977.1239951_-2007.857618,0.265787081,0,0,0.299734621,0,0.434478298
977.1239951_-2107.857618,0.368870243,0,0,0.176441325,0.121282453,0.333405979
977.1239951_-2207.857618,0.171130035,0.263155461,0.100361751,0,0.310695274,0.154657479
977.1239951_-2307.857618,0.420223215,0.376118785,0,0,0.065369884,0.138288115
977.1239951_-2407.857618,0.365162246,0.18299169,0,0.085155614,0.128771488,0.237918962
977.1239951_-2507.857618,0.302276322,0,0,0.063400808,0,0.63432287
977.1239951_-2607.857618,0.2836665,0.07477183,0,0.173881189,0.086091897,0.381588583
977.1239951_-2707.857618,0.507396598,0.180121973,0.05293646,0,0,0.259544968
977.1239951_-2807.857618,0.47551455,0.315531421,0,0.153805173,0,0.055148856
977.1239951_-2907.857618,0.420664681,0,0,0,0.218576619,0.3607587
977.1239951_-3007.857618,0.237296255,0.294096383,0.08642297,0,0.170475407,0.211708986
977.1239951_-3107.857618,0.721250764,0,0,0.152931368,0,0.125817868
1034.7852465_-2769.457843,0,0.402107039,0,0.133775425,0.464117536,0
1034.7852465_-2869.457843,0.134678798,0.322369799,0.228631601,0.314319803,0,0
1034.7852465_-2969.457843,0.190919254,0.311424587,0.122464596,0.308998257,0.066193306,0
1034.7852465_-3069.457843,0.528084139,0.110622686,0,0.081441523,0.131120951,0.1487307
1034.7852465_-3169.457843,0.205790122,0.301323136,0.152789996,0,0.180631398,0.159465348
1034.7852465_-3269.457843,0.438196983,0.153130442,0,0,0.342025391,0.066647183
1034.7852465_-3369.457843,0.129480327,0.414785853,0.100485224,0.232047442,0.123201154,0
1034.7852465_-3469.457843,0.148188649,0.237122566,0,0,0.309175147,0.305513637
1034.7852465_-3569.457843,0.065248278,0.340064489,0,0.108547865,0.378111946,0.108027422
1034.7852465_-3669.457843,0.068918003,0.607260808,0,0,0.323821188,0
1034.7852465_-3769.457843,0,0.12949864,0.162476549,0,0.500419078,0.207605734
1034.7852465_-3869.457843,0,0.744212155,0,0,0.201509429,0.054278415
1034.7852465_-3969.457843,0.056799602,0.538231637,0,0,0.315598305,0.089370456
1034.7852465_-4069.457843,0,0.417672308,0,0.452167036,0.130160656,0
1034.7852465_-4169.457843,0.05912588,0.07247784,0,0.116476127,0.643841993,0.108078159
1034.7852465_-4269.457843,0,0.191510538,0,0.355955758,0.397686436,0.054847269
1134.7852465_-2769.457843,0,0,0.567920243,0,0,0.432079757
1134.7852465_-2869.457843,0.186296608,0,0,0.134113124,0.588270655,0.091319613
1134.7852465_-2969.457843,0.347316777,0.370468536,0,0.282214687,0,0
1134.7852465_-3069.457843,0.267410185,0.447948124,0,0.211173682,0,0.073468009
1134.7852465_-3169.457843,0.503734579,0.178788548,0.247624085,0.069852787,0,0
1134.7852465_-3269.457843,0.521547439,0.145096307,0.183635722,0.149720532,0,0
1134.7852465_-3369.457843,0.588554435,0.20114914,0.149370125,0.060926299,0,0
1134.7852465_-3469.457843,0.182628711,0.628077057,0,0.119808921,0.069485311,0
1134.7852465_-3569.457843,0,0,0,0.558584827,0.223847652,0.217567522
1134.7852465_-3669.457843,0.086967839,0,0,0.103726888,0.542919303,0.266385971
1134.7852465_-3769.457843,0,0.292741726,0.079798304,0.407436348,0.163069548,0.056954073
1134.7852465_-3869.457843,0,0.464102483,0.062296533,0.384493281,0.089107703,0
1134.7852465_-3969.457843,0.092724217,0.329507528,0.271963474,0.087516268,0,0.218288513
1134.7852465_-4069.457843,0,0.384740477,0.056471185,0.203292523,0.190650327,0.164845487
1134.7852465_-4169.457843,0.072596557,0.189131857,0,0.061262646,0.278717915,0.398291024
1134.7852465_-4269.457843,0,1,0,0,0,0
1234.7852465_-2769.457843,0,0,0.477747394,0.053743824,0,0.468508783
1234.7852465_-2869.457843,0.107907298,0.257925054,0.11846345,0.063889805,0.397001771,0.054812622
1234.7852465_-2969.457843,0.355851624,0.171148043,0.101257608,0.211006051,0,0.160736674
1234.7852465_-3069.457843,0.48150291,0.272171585,0,0,0,0.246325505
1234.7852465_-3169.457843,0.598237548,0,0.083299413,0,0,0.318463039
1234.7852465_-3269.457843,0.464637988,0.361533661,0,0,0,0.173828351
1234.7852465_-3369.457843,0.370959578,0.159363768,0,0.25427457,0.059462732,0.155939352
1234.7852465_-3469.457843,0.148034734,0.50261726,0,0,0.221160343,0.128187663
1234.7852465_-3569.457843,0.195936455,0.752851133,0,0,0.051212412,0
1234.7852465_-3669.457843,0.141704727,0.190838805,0.067535071,0.204295355,0.233728664,0.161897379
1234.7852465_-3769.457843,0.152666576,0.345430282,0,0.16636233,0,0.335540812
1234.7852465_-3869.457843,0.191132876,0.061230076,0,0.551755219,0,0.19588183
1234.7852465_-3969.457843,0.064221501,0.226638461,0,0.171968827,0.201080807,0.336090403
1234.7852465_-4069.457843,0.080700738,0.618348328,0,0,0.118867216,0.182083718
1234.7852465_-4169.457843,0.155261211,0.252728104,0,0,0.466101511,0.125909173
1234.7852465_-4269.457843,0,0,0.242130705,0.14000933,0.617859966,0
1334.7852465_-2769.457843,0,0,0,0,0.944276144,0.055723856
1334.7852465_-2869.457843,0,0.360851498,0.062396701,0,0.576751801,0
1334.7852465_-2969.457843,0.672169537,0,0,0,0,0.327830463
1334.7852465_-3069.457843,0.446198085,0.225240899,0.138878475,0.133796389,0,0.055886152
1334.7852465_-3169.457843,0.172328665,0.386190321,0.249843425,0.056632616,0,0.135004974
1334.7852465_-3269.457843,0.426563012,0.246976816,0.093666551,0,0,0.232793622
1334.7852465_-3369.457843,0.266172069,0.123363381,0.104706298,0,0.316284532,0.18947372
1334.7852465_-3469.457843,0.343084599,0.255259945,0,0.177265207,0,0.224390249
1334.7852465_-3569.457843,0.189511772,0.116232081,0.124384932,0.241055495,0.162652054,0.166163666
1334.7852465_-3669.457843,0.200940184,0.516558371,0,0,0,0.282501444
1334.7852465_-3769.457843,0.070275352,0.298917322,0,0.200272611,0.262949873,0.167584842
1334.7852465_-3869.457843,0.180683975,0.118805703,0.093645836,0,0.511841805,0.095022681
1334.7852465_-3969.457843,0.23986895,0.290588044,0,0.071844075,0.143322278,0.254376653
1334.7852465_-4069.457843,0.106092741,0.26251947,0,0,0.275880933,0.355506857
1334.7852465_-4169.457843,0,0.200997391,0,0.306251891,0.29003679,0.202713928
1334.7852465_-4269.457843,0,0.716286781,0,0.283713219,0,0
1434.7852465_-2769.457843,0,0,0,0,1,0
1434.7852465_-2869.457843,0,0.220991643,0,0,0.779008357,0
1434.7852465_-2969.457843,0.419685226,0.13744014,0,0.300891768,0,0.141982867
1434.7852465_-3069.457843,0.338226428,0.472532512,0,0,0,0.18924106
1434.7852465_-3169.457843,0.265541747,0.451428308,0.095831429,0,0.115901858,0.071296658
1434.7852465_-3269.457843,0.302624329,0.055381269,0.10842231,0.110755742,0.157006313,0.265810036
1434.7852465_-3369.457843,0.106246042,0.07690283,0,0.171801963,0.51321912,0.131830046
1434.7852465_-3469.457843,0.079785158,0.163146612,0.191451094,0.072717333,0.270275367,0.222624436
1434.7852465_-3569.457843,0.302502322,0.329223709,0.118857411,0,0,0.249416558
1434.7852465_-3669.457843,0.22683985,0.415911604,0,0.115422232,0,0.241826314
1434.7852465_-3769.457843,0.282663215,0.170782696,0,0,0.185813003,0.360741085
1434.7852465_-3869.457843,0.148428357,0.29461186,0,0.324817804,0,0.232141979
1434.7852465_-3969.457843,0.369897589,0,0,0,0.129385925,0.500716486
1434.7852465_-4069.457843,0.300368029,0,0,0.114870051,0,0.584761919
1434.7852465_-4169.457843,0.173096313,0.164589917,0,0.354891502,0,0.307422268
1434.7852465_-4269.457843,0,0.600674977,0,0.399325023,0,0
1534.7852465_-2769.457843,0,0,0,0,1,0
1534.7852465_-2869.457843,0,0,0,0.100886093,0.899113907,0
1534.7852465_-2969.457843,0,0.105443765,0,0.243580277,0.650975958,0
1534.7852465_-3069.457843,0.452267817,0,0,0.072298522,0.082851062,0.392582598
1534.7852465_-3169.457843,0.542661374,0.139603961,0,0.178590954,0,0.139143711
1534.7852465_-3269.457843,0.25888542,0.342340566,0,0,0.196012735,0.202761279
1534.7852465_-3369.457843,0.303476159,0.119666645,0.202965088,0.095019483,0,0.278872625
1534.7852465_-3469.457843,0.453407382,0.218544633,0,0.075751298,0,0.252296687
1534.7852465_-3569.457843,0.451008732,0.065970052,0,0,0.202097385,0.280923831
1534.7852465_-3669.457843,0.310790275,0.213887503,0.083374651,0,0.17598604,0.215961531
1534.7852465_-3769.457843,0.273129396,0.22435147,0,0.153713306,0.149981737,0.19882409
1534.7852465_-3869.457843,0.344191137,0.056631783,0,0,0,0.59917708
1534.7852465_-3969.457843,0.246880608,0,0,0,0.180304113,0.57281528
1534.7852465_-4069.457843,0.361585652,0.072566188,0,0.118371314,0,0.447476846
1534.7852465_-4169.457843,0.272730521,0.480879743,0,0.125812278,0,0.120577458
1534.7852465_-4269.457843,0,0.845945278,0,0.154054722,0,0
1634.7852465_-2769.457843,0,0.124431297,0,0,0.875568703,0
1634.7852465_-2869.457843,0,0,0,0.116439624,0.883560376,0
1634.7852465_-2969.457843,0.054891156,0.165950454,0,0,0.779158389,0
1634.7852465_-3069.457843,0.551828311,0.175856892,0,0,0,0.272314798
1634.7852465_-3169.457843,0.416741648,0.058904071,0,0.34718728,0,0.177167002
1634.7852465_-3269.457843,0.320258967,0.138100908,0,0.227437546,0,0.31420258
1634.7852465_-3369.457843,0.491859494,0,0,0.203515524,0,0.304624982
1634.7852465_-3469.457843,0.551362782,0.277142057,0,0,0,0.171495161
1634.7852465_-3569.457843,0.794427058,0.062679304,0,0,0,0.142893637
1634.7852465_-3669.457843,0.597570348,0,0,0.118883197,0,0.283546455
1634.7852465_-3769.457843,0.560794392,0.105884602,0,0,0.061143363,0.272177643
1634.7852465_-3869.457843,0.371853218,0.202454721,0,0.058094916,0,0.367597145
1634.7852465_-3969.457843,0.36040653,0,0.058438099,0,0.138332434,0.442822938
1634.7852465_-4069.457843,0.379220167,0.152318373,0,0.085628348,0,0.382833113
1634.7852465_-4169.457843,0.331927255,0.471046975,0,0,0,0.19702577
1634.7852465_-4269.457843,0.276415971,0.226717127,0,0.339162517,0,0.157704386
1734.7852465_-2769.457843,0,0,0.069410162,0,0.930589838,0
1734.7852465_-2869.457843,0,0.05444543,0,0.075274074,0.870280496,0
1734.7852465_-2969.457843,0,0,0,0,1,0
1734.7852465_-3069.457843,0.46496619,0.098417177,0.108455742,0,0,0.328160891
1734.7852465_-3169.457843,0.5587086,0.052580377,0.084639465,0,0,0.304071558
1734.7852465_-3269.457843,0.528515916,0,0,0,0.082454891,0.389029193
1734.7852465_-3369.457843,0.143332455,0.591337171,0,0.171027015,0,0.094303359
1734.7852465_-3469.457843,0.337294321,0.540508653,0,0.122197026,0,0
1734.7852465_-3569.457843,0.648613474,0,0,0.113084593,0,0.238301933
1734.7852465_-3669.457843,0.52546287,0,0,0,0,0.47453713
1734.7852465_-3769.457843,0.534633666,0.096492028,0,0,0,0.368874305
1734.7852465_-3869.457843,0.525033523,0,0,0.091100613,0.063375439,0.320490424
1734.7852465_-3969.457843,0.608655795,0,0,0,0,0.391344205
1734.7852465_-4069.457843,0.339664686,0.2503055,0,0.170122345,0,0.239907469
1734.7852465_-4169.457843,0.080927219,0.647017701,0.051164767,0.059628041,0.072213551,0.089048721
1834.7852465_-2769.457843,0,0,0,0,1,0
1834.7852465_-2869.457843,0,0,0,0,1,0
1834.7852465_-2969.457843,0.128297047,0.192470653,0,0,0.607748061,0.07148424
1834.7852465_-3069.457843,0.605009506,0.1242775,0,0.12617063,0,0.144542364
1834.7852465_-3169.457843,0.462360967,0.313289699,0,0,0,0.224349334
1834.7852465_-3269.457843,0.539825115,0.196623158,0.115794856,0,0,0.147756871
1834.7852465_-3369.457843,0.375081904,0,0,0.361755902,0.263162195,0
1834.7852465_-3469.457843,0.428648162,0,0.340296635,0,0,0.231055203
1834.7852465_-3569.457843,0.38094336,0.15035762,0,0.098856787,0,0.369842233
1834.7852465_-3669.457843,0.575158791,0.085797258,0,0,0,0.339043951
1834.7852465_-3769.457843,0.324077064,0.150417643,0,0,0,0.525505293
1834.7852465_-3869.457843,0.47567712,0.180752064,0,0.104586017,0,0.2389848
1834.7852465_-3969.457843,0.242638842,0.292471687,0,0.303976639,0,0.160912831
1834.7852465_-4069.457843,0.542065002,0,0,0,0.065508794,0.392426204
1834.7852465_-4169.457843,0.201179945,0.224532843,0,0.357282274,0.217004938,0
1834.7852465_-4269.457843,1,0,0,0,0,0
1934.7852465_-2769.457843,0,0,0,0,1,0
1934.7852465_-2869.457843,0,0.089685291,0,0,0.910314709,0
1934.7852465_-2969.457843,0.496946207,0,0,0,0.266422497,0.236631296
1934.7852465_-3069.457843,0.582893098,0,0,0,0.198663514,0.218443388
1934.7852465_-3169.457843,0.426372782,0.143643317,0,0.170147152,0,0.259836748
1934.7852465_-3269.457843,0.355300401,0,0.323360842,0,0.103293121,0.218045636
1934.7852465_-3369.457843,0.36151817,0.14498116,0.135554291,0.236688555,0,0.121257823
1934.7852465_-3469.457843,0.479316656,0.110259107,0.067137394,0,0.117715474,0.225571369
1934.7852465_-3569.457843,0.724138679,0.058558864,0,0,0,0.217302458
1934.7852465_-3669.457843,0.370257303,0.285049719,0,0,0.117943616,0.226749362
1934.7852465_-3769.457843,0.581544064,0.213347231,0.065486804,0.139621901,0,0
1934.7852465_-3869.457843,0.273535436,0.23602651,0,0,0.132352276,0.358085778
1934.7852465_-3969.457843,0.362779044,0.069676561,0,0,0.183111403,0.384432992
1934.7852465_-4069.457843,0.215714968,0.396218153,0,0.217749161,0,0.170317718
1934.7852465_-4169.457843,0.360698893,0.458100129,0.05670234,0,0.124498638,0
1934.7852465_-4269.457843,0.469136619,0.359243105,0,0.171620276,0,0
2034.7852465_-2769.457843,0,0,0,0,1,0
2034.7852465_-2869.457843,0,0.094259022,0,0,0.905740978,0
2034.7852465_-2969.457843,0.338911546,0,0,0,0.581025345,0.080063109
2034.7852465_-3069.457843,0.290664323,0.449102265,0,0.139533378,0,0.120700034
2034.7852465_-3169.457843,0.446640377,0,0.159829832,0.054220322,0.06312099,0.276188479
2034.7852465_-3269.457843,0.34502263,0,0,0,0.289102696,0.365874675
2034.7852465_-3369.457843,0.273568895,0.104241566,0,0.142629585,0.18496783,0.294592124
2034.7852465_-3469.457843,0.382114852,0.319498018,0,0,0.080807771,0.217579359
2034.7852465_-3569.457843,0.356040276,0,0,0.061209651,0.275503496,0.307246577
2034.7852465_-3669.457843,0.623271073,0.201063451,0,0,0,0.175665477
2034.7852465_-3769.457843,0.514410393,0.095089835,0,0.103935574,0,0.286564198
2034.7852465_-3869.457843,0.273924551,0.238552385,0,0.150096888,0,0.337426176
2034.7852465_-3969.457843,0.307014934,0,0,0,0.097510197,0.595474868
2034.7852465_-4069.457843,0.32123432,0.278092817,0.091584646,0.173676574,0,0.135411643
2034.7852465_-4169.457843,0.313316915,0.420600055,0.26608303,0,0,0
2034.7852465_-4269.457843,0.294788764,0.58114351,0,0,0.124067726,0
2134.7852465_-2769.457843,0,0,0.063072521,0,0.936927479,0
2134.7852465_-2869.457843,0.262040375,0.076765969,0,0,0.661193656,0
2134.7852465_-2969.457843,0.685541787,0,0,0.078599096,0,0.235859117
2134.7852465_-3069.457843,0.418793275,0,0,0.13996824,0.166090927,0.275147558
2134.7852465_-3169.457843,0.168142589,0.493651617,0.05055342,0.078576548,0.069577241,0.139498584
2134.7852465_-3269.457843,0.332513334,0.205037137,0.139272463,0.11988457,0,0.203292497
2134.7852465_-3369.457843,0.405192592,0.160052367,0,0,0.132242095,0.302512946
2134.7852465_-3469.457843,0.351547487,0,0,0,0,0.648452513
2134.7852465_-3569.457843,0.212357868,0.168810974,0,0.136235778,0.243759219,0.238836161
2134.7852465_-3669.457843,0.243005709,0.556784131,0,0.060479928,0,0.139730232
2134.7852465_-3769.457843,0.096852784,0.546033796,0,0,0.229783293,0.127330127
2134.7852465_-3869.457843,0.394454084,0,0,0,0,0.605545916
2134.7852465_-3969.457843,0.217680474,0.107971589,0,0.101510257,0.103456404,0.469381276
2134.7852465_-4069.457843,0.232842459,0.308356525,0,0,0,0.458801015
2134.7852465_-4169.457843,0.379271916,0,0,0,0.106583495,0.51414459
2134.7852465_-4269.457843,0,0.860699199,0,0.139300801,0,0
2234.7852465_-2769.457843,0,0,0.172543636,0,0.723943971,0.103512393
2234.7852465_-2869.457843,0,0.500026027,0.05693145,0,0.443042523,0
2234.7852465_-2969.457843,0.240417962,0.430978127,0.154735156,0.075367403,0,0.098501352
2234.7852465_-3069.457843,0.441565256,0.124098965,0,0,0.20258555,0.231750228
2234.7852465_-3169.457843,0.273964287,0.128027689,0,0.250738278,0.094875134,0.252394613
2234.7852465_-3269.457843,0.32506296,0.373072388,0,0.085742433,0,0.216122219
2234.7852465_-3369.457843,0.228698002,0,0,0.247367721,0.231609123,0.292325153
2234.7852465_-3469.457843,0.352894607,0.445942369,0,0.136365757,0.064797267,0
2234.7852465_-3569.457843,0.277854221,0.469637373,0,0,0.102500077,0.15000833
2234.7852465_-3669.457843,0.173580421,0.826419579,0,0,0,0
2234.7852465_-3769.457843,0.175938437,0.379748163,0.085840506,0,0.198340435,0.160132459
2234.7852465_-3869.457843,0.142528371,0.133392695,0.117561091,0.110212876,0.192813561,0.303491405
2234.7852465_-3969.457843,0.27800105,0,0,0.141443032,0.121109941,0.459445977
2234.7852465_-4069.457843,0.199597075,0,0,0,0,0.800402925
2234.7852465_-4169.457843,0.109142634,0.787498129,0,0.103359238,0,0
2234.7852465_-4269.457843,0,0.653161677,0,0.193886257,0,0.152952066
2334.7852465_-2769.457843,0,0.19476044,0.19166921,0.095830521,0.40594936,0.111790469
2334.7852465_-2869.457843,0.190063707,0.139830581,0.138670897,0.139649013,0.391785803,0
2334.7852465_-2969.457843,0.328776228,0.298648418,0,0.301873337,0,0.070702017
2334.7852465_-3069.457843,0.43466587,0.497292542,0,0,0,0.068041589
2334.7852465_-3169.457843,0.30431843,0.303709576,0.081475248,0.067004644,0,0.243492101
2334.7852465_-3269.457843,0.296033385,0.385210435,0,0,0.069985688,0.248770492
2334.7852465_-3369.457843,0.421679378,0.278869357,0,0.071750764,0,0.227700502
2334.7852465_-3469.457843,0.230514854,0.20655138,0,0.218247124,0.243963514,0.100723128
2334.7852465_-3569.457843,0.289820664,0.326288437,0,0,0.322001382,0.061889518
2334.7852465_-3669.457843,0.116301094,0,0,0.546042379,0.115999005,0.221657521
2334.7852465_-3769.457843,0.228226481,0.240539238,0,0.089683429,0.340501353,0.101049499
2334.7852465_-3869.457843,0.27462511,0,0.060338017,0.170283529,0.308793178,0.185960166
2334.7852465_-3969.457843,0.122964306,0.296582241,0,0.122645951,0.144972307,0.312835194
2334.7852465_-4069.457843,0,0.570389825,0.198480692,0.075082132,0,0.156047351
2334.7852465_-4169.457843,0.160765745,0.387415274,0,0.334228322,0.05806602,0.05952464
2334.7852465_-4269.457843,0.271077275,0.544698459,0,0,0.184224266,0
2434.7852465_-2769.457843,0,0,0.082976026,0.205237976,0.650951343,0.060834655
2434.7852465_-2869.457843,0.275189401,0.49206433,0.113329504,0.119416766,0,0
2434.7852465_-2969.457843,0.199073339,0.391257254,0,0,0.153579396,0.256090011
2434.7852465_-3069.457843,0.598188231,0,0.103017131,0,0,0.298794639
2434.7852465_-3169.457843,0.394641729,0.239495176,0.135094836,0,0.230768259,0
2434.7852465_-3269.457843,0.566947305,0,0,0.132929077,0.176841748,0.123281871
2434.7852465_-3369.457843,0.277845011,0.110777063,0.079983818,0.219324572,0.238130402,0.073939134
2434.7852465_-3469.457843,0.515263313,0.236149724,0.052996974,0,0.081987845,0.113602144
2434.7852465_-3569.457843,0.096348782,0.316792822,0,0.057720728,0.529137667,0
2434.7852465_-3669.457843,0.121460986,0.370403875,0,0,0.433253431,0.074881707
2434.7852465_-3769.457843,0.071972749,0.194638157,0.092791691,0.105521311,0.535076092,0
2434.7852465_-3869.457843,0.151868217,0.314099141,0,0.235353606,0.187582835,0.111096201
2434.7852465_-3969.457843,0.07879397,0,0,0,0.565180352,0.356025678
2434.7852465_-4069.457843,0.146341395,0.399908205,0,0,0.202466249,0.251284151
2434.7852465_-4169.457843,0,0.614705194,0.129828489,0,0.136503368,0.11896295
2434.7852465_-4269.457843,0.067459035,0.137210356,0,0.795330609,0,0
2534.7852465_-2769.457843,0,0.375023171,0.161368499,0.085348561,0.317956655,0.060303115
2534.7852465_-2869.457843,0.218605189,0.211549339,0,0,0.337301364,0.232544109
2534.7852465_-2969.457843,0.353909207,0.320492249,0.154204213,0,0.171394331,0
2534.7852465_-3069.457843,0.342242428,0.130671976,0.106973046,0.193858098,0.116588213,0.109666238
2534.7852465_-3169.457843,0.538044543,0.369963832,0,0,0.091991625,0
2534.7852465_-3269.457843,0.810091538,0,0,0,0,0.189908462
2534.7852465_-3369.457843,0.20317476,0.066381855,0.175677695,0.198617388,0.273143503,0.083004799
2534.7852465_-3469.457843,0.228479412,0.277768853,0,0.137896073,0.145058995,0.210796667
2534.7852465_-3569.457843,0.139903674,0.205617845,0.061780763,0,0.524448884,0.068248834
2534.7852465_-3669.457843,0.072456674,0,0,0.256224271,0.465493606,0.205825449
2534.7852465_-3769.457843,0,0.202097672,0.326989361,0.286998939,0.183914028,0
2534.7852465_-3869.457843,0,0.53343064,0,0.118662237,0.347907122,0
2534.7852465_-3969.457843,0,0.595361882,0.143544039,0.196612475,0,0.064481604
2534.7852465_-4069.457843,0,0.238536985,0.151588634,0,0.50721028,0.102664102
2534.7852465_-4169.457843,0,0.330541178,0,0.163409523,0.214759324,0.291289975
2534.7852465_-4269.457843,0,0.259043665,0,0.662006133,0.078950203,0
-1471.530357_-2368.451439,0,0.284856541,0.104788716,0.219136864,0.391217879,0
-1471.530357_-2468.451439,0.446342196,0.211943239,0,0.224310418,0,0.117404147
-1471.530357_-2568.451439,0.387470042,0.336133642,0,0.213249974,0,0.063146341
-1471.530357_-2668.451439,0.391737925,0.152912808,0,0.064195961,0.271881864,0.119271442
-1471.530357_-2768.451439,0.381416417,0.103324169,0,0,0.515259414,0
-1471.530357_-2868.451439,0.207801252,0.134095125,0,0.202999681,0.455103942,0
-1471.530357_-2968.451439,0.123730133,0.216036297,0,0,0.539684071,0.120549499
-1471.530357_-3068.451439,0.12167381,0,0.086436792,0.126542628,0.462898211,0.202448558
-1471.530357_-3168.451439,0,0.223894031,0.05955816,0,0.614347893,0.102199915
-1471.530357_-3268.451439,0.074741644,0.414253808,0,0,0.058422639,0.452581908
-1471.530357_-3368.451439,0,0.408227982,0,0.287874553,0.147490361,0.156407103
-1471.530357_-3468.451439,0,0.373018157,0,0,0.626981843,0
-1471.530357_-3568.451439,0.078677015,0.272636274,0,0.172327458,0.301241505,0.175117749
-1471.530357_-3668.451439,0.179407784,0.585833406,0,0,0,0.23475881
