,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD,res_ss
1334.7852465_-4069.457843,0.170947514,0.168775273,0.120066267,0.168728088,0.200462864,0.171019994,0
1334.7852465_-4169.457843,0.363780729,0.105221179,0.103134663,0.10588757,0.200857147,0.121118711,0
1334.7852465_-4269.457843,0.41547344,0.210082118,0.089188902,0.114330396,0.079219362,0.091705782,0
1434.7852465_-2769.457843,0.104902085,0,0.016293735,0.037555376,0.237211499,0.604037304,0
1434.7852465_-2869.457843,0.130986099,0.154893763,0.038082597,0.053035063,0.105912924,0.517089554,0
1434.7852465_-2969.457843,0.312694404,0.156451436,0.189663389,0.142698807,0.073073762,0.125418203,0
1434.7852465_-3069.457843,0.244191634,0.214554811,0.115594362,0.172611615,0.210927797,0.04211978,0
1434.7852465_-3169.457843,0.239101454,0.205685183,0.114569552,0.127058294,0.243967449,0.069618068,0
1434.7852465_-3269.457843,0.156002996,0.164978348,0.163845083,0.195182435,0.200698182,0.119292956,0
1434.7852465_-3369.457843,0.156755164,0.123320964,0.148868764,0.172380514,0.122862516,0.275812079,0
1434.7852465_-3469.457843,0.152469951,0.133963942,0.175531494,0.102705641,0.196989189,0.238339783,0
1434.7852465_-3569.457843,0.189639821,0.246009486,0.182239054,0.196688176,0.120936536,0.064486926,0
1434.7852465_-3669.457843,0.202245176,0.230369553,0.136489898,0.156810048,0.224153764,0.04993156,0
1434.7852465_-3769.457843,0.193258555,0.169941236,0.153440972,0.212807303,0.169187833,0.101364103,0
1434.7852465_-3869.457843,0.297596677,0.223289874,0.136551176,0.146866902,0.115657831,0.08003754,0
1434.7852465_-3969.457843,0.242795576,0.115774491,0.164490441,0.212377983,0.132484368,0.132077141,0
1434.7852465_-4069.457843,0.251022686,0.089180015,0.203813047,0.203589333,0.033932798,0.218462121,0
1434.7852465_-4169.457843,0.314554713,0.118128525,0.117823273,0.127698336,0.235468893,0.086326259,0
1434.7852465_-4269.457843,0.250948267,0.113319448,0.071309331,0.147893886,0.307091111,0.109437957,0
1534.7852465_-2769.457843,0.053215345,0.035064212,0.035741176,0.02780109,0.114420964,0.733757213,0
1534.7852465_-2869.457843,0.067162732,0.081056009,0.064669364,0.034312707,0.070361915,0.682437271,0
1534.7852465_-2969.457843,0.235487336,0.088982064,0.06553518,0.056704975,0.256652151,0.296638294,0
1534.7852465_-3069.457843,0.265695334,0.114261997,0.176717873,0.225234055,0.126443641,0.0916471,0
1534.7852465_-3169.457843,0.21327481,0.176558101,0.156672934,0.234647443,0.12103002,0.097816691,0
1534.7852465_-3269.457843,0.246527487,0.158737027,0.137867563,0.152905569,0.179101701,0.124860654,0
1534.7852465_-3369.457843,0.182904968,0.198942052,0.251701886,0.189981677,0.085821672,0.090647744,0
1534.7852465_-3469.457843,0.26778554,0.139056281,0.198450921,0.189882659,0.131614555,0.073210044,0
1534.7852465_-3569.457843,0.248921948,0.103029908,0.188206106,0.149933337,0.16077173,0.149136971,0
1534.7852465_-3669.457843,0.229830229,0.179793843,0.129872576,0.120559831,0.249951954,0.089991567,0
1534.7852465_-3769.457843,0.210863883,0.141872744,0.126687216,0.152062501,0.290746522,0.077767133,0
1534.7852465_-3869.457843,0.220235251,0.108025254,0.167780284,0.21476073,0.201273255,0.087925227,0
1534.7852465_-3969.457843,0.211401039,0.030882277,0.142956027,0.119691473,0.327774094,0.16729509,0
1534.7852465_-4069.457843,0.274696255,0.115937079,0.203552598,0.132479601,0.178234057,0.09510041,0
1534.7852465_-4169.457843,0.365899882,0.269687608,0.094692695,0.10967137,0.13124439,0.028804055,0
1534.7852465_-4269.457843,0.070261919,0.503750534,0.041121864,0.152592826,0.15880612,0.073466737,0
1634.7852465_-2769.457843,0.0756791,0.109182256,0.034384632,0.029437833,0.119346266,0.631969913,0
1634.7852465_-2869.457843,0.074815049,0.05721744,0.040532302,0.032822265,0.114551906,0.680061038,0
1634.7852465_-2969.457843,0.147411774,0.084831894,0.044200405,0.040751079,0.355624169,0.32718068,0
1634.7852465_-3069.457843,0.331980197,0.134056245,0.162418172,0.220104267,0.121437178,0.03000394,0
1634.7852465_-3169.457843,0.271785394,0.173451241,0.160214629,0.196539215,0.105179345,0.092830177,0
1634.7852465_-3269.457843,0.261880488,0.163958986,0.1419287,0.166032534,0.214155024,0.052044268,0
1634.7852465_-3369.457843,0.30385926,0.107145566,0.157436372,0.171383484,0.214968211,0.045207108,0
1634.7852465_-3469.457843,0.22467016,0.238337894,0.153260874,0.193126725,0.149073103,0.041531244,0
1634.7852465_-3569.457843,0.224172489,0.124290992,0.146423708,0.178717165,0.272039424,0.054356223,0
1634.7852465_-3669.457843,0.22850663,0.103511779,0.152354539,0.206343597,0.277951783,0.031331672,0
1634.7852465_-3769.457843,0.250304081,0.128371124,0.191223446,0.221707541,0.124331295,0.084062514,0
1634.7852465_-3869.457843,0.230192875,0.156174606,0.168652252,0.193113851,0.163068751,0.088797665,0
1634.7852465_-3969.457843,0.238853417,0.054363884,0.145699766,0.132007526,0.28763672,0.141438686,0
1634.7852465_-4069.457843,0.243701605,0.156502886,0.176361034,0.166227285,0.160986852,0.096220337,0
1634.7852465_-4169.457843,0.502833087,0.192417961,0.102327533,0.016633194,0.11913322,0.066655004,0
1634.7852465_-4269.457843,0.161157978,0.369892993,0.084070979,0.162265473,0.101177678,0.121434899,0
1734.7852465_-2769.457843,0.053428382,0.009543922,0.043786889,0.030870554,0.199962655,0.662407598,0
1734.7852465_-2869.457843,0.127140117,0.086280919,0.035491553,0.034557948,0.13478541,0.581744053,0
1734.7852465_-2969.457843,0.118226034,0.047666325,0.060100697,0.054560556,0.164116136,0.555330252,0
1734.7852465_-3069.457843,0.267075324,0.124165878,0.1496784,0.145271845,0.229658325,0.084150228,0
1734.7852465_-3169.457843,0.221453629,0.112694612,0.125292904,0.16451401,0.209015838,0.167029007,0
1734.7852465_-3269.457843,0.331060431,0.059252291,0.086262753,0.118241171,0.34256746,0.062615894,0
1734.7852465_-3369.457843,0.280107373,0.311044797,0.068092991,0.101606861,0.191916869,0.047231109,0
1734.7852465_-3469.457843,0.31146538,0.290418675,0.049711871,0.110596729,0.216380101,0.021427245,0
1734.7852465_-3569.457843,0.298333311,0.119452415,0.103934052,0.214252508,0.195324932,0.068702781,0
1734.7852465_-3669.457843,0.229069693,0.050955944,0.099806387,0.215621863,0.267054083,0.13749203,0
1734.7852465_-3769.457843,0.188596932,0.063903825,0.045526484,0.266906265,0.367239554,0.06782694,0
1734.7852465_-3869.457843,0.189747746,0.044349875,0.056585673,0.160294978,0.386577324,0.162444403,0
1734.7852465_-3969.457843,0.189359153,0.018758852,0.082696763,0.145954081,0.424544805,0.138686347,0
1734.7852465_-4069.457843,0.207489801,0.147414954,0.074102724,0.102903638,0.376934918,0.091153965,0
1734.7852465_-4169.457843,0.441229934,0.267687437,0.116237272,0.031085878,0.069842389,0.073917089,0
1834.7852465_-2769.457843,0.06776392,0.030742021,0.026382285,0.03107038,0.276089062,0.567952331,0
1834.7852465_-2869.457843,0.049187086,0.000339819,0.028250235,0.038483061,0.174944901,0.708794897,0
1834.7852465_-2969.457843,0.145446842,0.12527624,0.100696992,0.103055679,0.234294219,0.291230028,0
1834.7852465_-3069.457843,0.234623933,0.082844314,0.101648943,0.250646329,0.252653994,0.077582488,0
1834.7852465_-3169.457843,0.224576044,0.145197074,0.068706542,0.21842499,0.279133061,0.063962289,0
1834.7852465_-3269.457843,0.240562171,0.073020414,0.043985233,0.183660494,0.378206588,0.0805651,0
1834.7852465_-3369.457843,0.232414357,0.164055626,0.081037917,0.147530407,0.221607768,0.153353926,0
1834.7852465_-3469.457843,0.220155747,0.04907802,0.069683517,0.178353197,0.399200764,0.083528755,0
1834.7852465_-3569.457843,0.235264807,0.117676728,0.054265708,0.194514436,0.326787182,0.071491139,0
1834.7852465_-3669.457843,0.217303547,0.050559401,0.046600287,0.217101839,0.369687218,0.098747707,0
1834.7852465_-3769.457843,0.126553751,0.0825847,0.032156343,0.291533282,0.378402732,0.088769193,0
1834.7852465_-3869.457843,0.134584361,0.067689219,0.050258131,0.19313916,0.426518063,0.127811066,0
1834.7852465_-3969.457843,0.162533151,0.133336108,0.051119285,0.131473428,0.374675259,0.146862768,0
1834.7852465_-4069.457843,0.260204578,0.056100734,0.077959852,0.099970409,0.37601273,0.129751698,0
1834.7852465_-4169.457843,0.677171717,0.158554175,0.078117691,1.83E-18,0.061881275,0.024275141,0
1834.7852465_-4269.457843,0.375947153,0.069166005,0.218526513,0.229669274,0.037265026,0.069426028,0
1934.7852465_-2769.457843,0.158147894,0.04748493,0.029225813,0.029775028,0.152098199,0.583268136,0
1934.7852465_-2869.457843,0.148639993,0.074771209,0.029361698,0.035737734,0.101817042,0.609672324,0
1934.7852465_-2969.457843,0.43149235,0.077487833,0.112708929,0.096644339,0.200784662,0.080881887,0
1934.7852465_-3069.457843,0.264733027,0.159005081,0.148567242,0.187810481,0.134895799,0.104988369,0
1934.7852465_-3169.457843,0.276567836,0.241899574,0.114340077,0.187862917,0.101043511,0.078286085,0
1934.7852465_-3269.457843,0.234389326,0.089971581,0.157326303,0.181454543,0.230110678,0.10674757,0
1934.7852465_-3369.457843,0.304182557,0.185707736,0.125515038,0.173769206,0.172004709,0.038820754,0
1934.7852465_-3469.457843,0.175226695,0.136928211,0.201345695,0.15916913,0.179898923,0.147431345,0
1934.7852465_-3569.457843,0.27023179,0.09369983,0.157214388,0.163729738,0.260486204,0.05463805,0
1934.7852465_-3669.457843,0.245849521,0.159945675,0.143638292,0.170932426,0.219636421,0.059997666,0
1934.7852465_-3769.457843,0.220440322,0.221310247,0.113076807,0.156629053,0.19615985,0.092383719,0
1934.7852465_-3869.457843,0.231856403,0.156550778,0.092734446,0.131528797,0.236281463,0.151048114,0
1934.7852465_-3969.457843,0.249756271,0.108144767,0.159676526,0.17080091,0.214671635,0.096949892,0
1934.7852465_-4069.457843,0.338827551,0.196784514,0.159104271,0.062360786,0.210178403,0.032744476,0
1934.7852465_-4169.457843,0.409483144,0.208633395,0.082759742,0,0.299123718,0,3.37E-253
1934.7852465_-4269.457843,0.215725857,0.266659406,0.105791231,0.176398289,0.155776051,0.079649166,0
2034.7852465_-2769.457843,0.047774383,0.021076769,0.016032242,0.039709658,0.210466847,0.664940101,0
2034.7852465_-2869.457843,0.084761973,0.09270577,0.052547364,0.037386918,0.089293108,0.643304867,0
2034.7852465_-2969.457843,0.21317844,0.111093381,0.153302005,0.138098177,0.10521949,0.279108508,0
2034.7852465_-3069.457843,0.225438879,0.362243405,0.093886009,0.170386221,0.057433878,0.090611607,0
2034.7852465_-3169.457843,0.201792684,0.145458918,0.157934706,0.230391991,0.089386819,0.175034882,0
2034.7852465_-3269.457843,0.232596035,0.093964707,0.154845498,0.212834191,0.164373647,0.141385922,0
2034.7852465_-3369.457843,0.221231961,0.136281348,0.174687019,0.19873313,0.119020682,0.15004586,0
2034.7852465_-3469.457843,0.169353869,0.216679735,0.185129301,0.173653727,0.174071917,0.081111451,0
2034.7852465_-3569.457843,0.202352038,0.077540232,0.192595364,0.200002376,0.199605419,0.127904572,0
2034.7852465_-3669.457843,0.226371152,0.170289096,0.149932824,0.162774262,0.281419378,0.009213289,0
2034.7852465_-3769.457843,0.160965805,0.176540843,0.195784465,0.254271637,0.132404434,0.080032816,0
2034.7852465_-3869.457843,0.245734911,0.173327124,0.16080866,0.179362145,0.176749748,0.064017411,0
2034.7852465_-3969.457843,0.19322342,0.079577787,0.173964516,0.2117723,0.190457656,0.151004322,0
2034.7852465_-4069.457843,0.268454653,0.215840072,0.120734645,0.145154502,0.156734244,0.093081884,0
2034.7852465_-4169.457843,0.188504248,0.350377837,0.199232699,0.081811613,0.102829129,0.077244475,0
2034.7852465_-4269.457843,0.150179319,0.312412537,0.092965917,0.111225255,0.201520572,0.1316964,0
2134.7852465_-2769.457843,0.069625745,0.00975325,0.070315974,0.03579703,0.158397596,0.656110405,0
2134.7852465_-2869.457843,0.180463314,0.118824519,0.090191745,0.070718335,0.229981218,0.309820869,0
2134.7852465_-2969.457843,0.248701621,0.144331492,0.139754706,0.213908888,0.184282883,0.069020411,0
2134.7852465_-3069.457843,0.245803655,0.148618267,0.159730559,0.197866001,0.147705386,0.100276131,0
2134.7852465_-3169.457843,0.259435523,0.293902083,0.096106367,0.135991123,0.17550275,0.039062155,0
2134.7852465_-3269.457843,0.207561072,0.155777954,0.151730142,0.18550043,0.240984222,0.05844618,0
2134.7852465_-3369.457843,0.170274659,0.141850122,0.158927255,0.181638531,0.259656306,0.087653127,0
2134.7852465_-3469.457843,0.296371651,0.086074053,0.212976403,0.147544887,0.205352557,0.05168045,0
2134.7852465_-3569.457843,0.262513262,0.145026819,0.141147419,0.138448888,0.188470891,0.124392722,0
2134.7852465_-3669.457843,0.263060329,0.254031663,0.118129378,0.119767902,0.188934754,0.056075974,0
2134.7852465_-3769.457843,0.151394058,0.321779563,0.124256311,0.130303903,0.143815964,0.128450201,0
2134.7852465_-3869.457843,0.253643349,0.135404196,0.199116184,0.256659266,0.070359715,0.08481729,0
2134.7852465_-3969.457843,0.182308753,0.133548629,0.195091732,0.151076463,0.055708429,0.282265995,0
2134.7852465_-4069.457843,0.26741435,0.194139369,0.135935636,0.140252887,0.20067179,0.061585968,0
2134.7852465_-4169.457843,0.50115168,0.098364374,0.062261301,0.06831862,0.260159889,0.009744137,0
2134.7852465_-4269.457843,0.280531518,0.308628981,0.041965278,0.045747449,0.273972445,0.049154328,0
2234.7852465_-2769.457843,0.101526888,0.061344824,0.139102982,0.05850175,0.174498897,0.465024659,0
2234.7852465_-2869.457843,0.126857998,0.303670777,0.023551862,0.068979194,0.262881733,0.214058436,0
2234.7852465_-2969.457843,0.146498281,0.264103978,0.12249817,0.151795294,0.19799316,0.117111117,0
2234.7852465_-3069.457843,0.151395903,0.175479395,0.119571399,0.205504166,0.155963479,0.192085657,0
2234.7852465_-3169.457843,0.208469737,0.173356659,0.145104518,0.202140025,0.149581207,0.121347854,0
2234.7852465_-3269.457843,0.267839372,0.1822624,0.164614223,0.204471354,0.112680417,0.068132234,0
2234.7852465_-3369.457843,0.242018164,0.08510035,0.194951163,0.176330469,0.21498031,0.086619544,0
2234.7852465_-3469.457843,0.278748134,0.257025776,0.143565287,0.120356217,0.134055185,0.066249401,0
2234.7852465_-3569.457843,0.235750423,0.309563651,0.142519145,0.132099708,0.120627273,0.059439801,0
2234.7852465_-3669.457843,0.31312169,0.292366092,0.073918187,0.116958152,0.159877543,0.043758337,0
2234.7852465_-3769.457843,0.169169358,0.242265859,0.124910913,0.15724221,0.17475663,0.131655029,0
2234.7852465_-3869.457843,0.26185839,0.120836327,0.141416206,0.124787668,0.179379103,0.171722307,0
2234.7852465_-3969.457843,0.295475979,0.080781532,0.164731458,0.155057236,0.172965139,0.130988656,0
2234.7852465_-4069.457843,0.204841779,0.129438531,0.195274391,0.211467731,0.15031761,0.108659959,0
2234.7852465_-4169.457843,0.225820275,0.387880494,0.064412735,0.074295489,0.247591007,0,1.58E-253
2234.7852465_-4269.457843,0.497518472,0.219057727,0.09606175,0.014292407,0.147603733,0.025465911,0
2334.7852465_-2769.457843,0.164441242,0.152806927,0.187968972,0.056262033,0.174932152,0.263588673,0
2334.7852465_-2869.457843,0.224751113,0.134753691,0.134644767,0.131038466,0.187063963,0.187747999,0
2334.7852465_-2969.457843,0.206829265,0.292517889,0.166807248,0.165324294,0.078615957,0.089905347,0
2334.7852465_-3069.457843,0.247091357,0.219718515,0.095831545,0.216938729,0.157992482,0.062427371,0
2334.7852465_-3169.457843,0.242154094,0.198820792,0.182515422,0.225505312,0.103732207,0.047272172,0
2334.7852465_-3269.457843,0.247970913,0.220114072,0.12113482,0.144450858,0.164666202,0.101663134,0
2334.7852465_-3369.457843,0.201738545,0.165194256,0.142955004,0.193962184,0.250991849,0.045158162,0
2334.7852465_-3469.457843,0.25562809,0.139039717,0.094523391,0.136284006,0.224723511,0.149801284,0
2334.7852465_-3569.457843,0.140267724,0.192123593,0.132659805,0.158813091,0.200756956,0.175378831,0
2334.7852465_-3669.457843,0.18542137,0.163809076,0.164438914,0.155135239,0.121319906,0.209875495,0
2334.7852465_-3769.457843,0.255228143,0.161352106,0.176631018,0.181171289,0.067483939,0.158133506,0
2334.7852465_-3869.457843,0.267906293,0.119168669,0.225140886,0.167841382,0.094017589,0.12592518,0
2334.7852465_-3969.457843,0.201383111,0.252416359,0.155278996,0.165388809,0.033195847,0.192336878,0
2334.7852465_-4069.457843,0.223427368,0.381061837,0.10083199,0.127964903,0.123759774,0.042954128,0
2334.7852465_-4169.457843,0.202002694,0.238654532,0.168870747,0.123948732,0.153053722,0.113469574,0
2334.7852465_-4269.457843,0.560048705,0.173177717,0.127777651,0.001496912,0.106301122,0.031197893,0
2434.7852465_-2769.457843,0.146120694,0.070878987,0.076723428,0.030867097,0.060855615,0.61455418,0
2434.7852465_-2869.457843,0.189698969,0.248578791,0.120397575,0.100923916,0.261911287,0.078489463,0
2434.7852465_-2969.457843,0.243213541,0.212919297,0.12979914,0.201303848,0.120402821,0.092361355,0
2434.7852465_-3069.457843,0.24447887,0.109020464,0.168379346,0.248359394,0.181678816,0.04808311,0
2434.7852465_-3169.457843,0.193125098,0.221338738,0.13465949,0.164639231,0.137593251,0.148644191,0
2434.7852465_-3269.457843,0.175333995,0.134322387,0.174820748,0.215286613,0.11612208,0.184114178,0
2434.7852465_-3369.457843,0.221672613,0.122628923,0.158950386,0.173895834,0.146134526,0.176717719,0
2434.7852465_-3469.457843,0.200252445,0.136061246,0.166998333,0.225499341,0.146786786,0.12440185,0
2434.7852465_-3569.457843,0.124867205,0.109299683,0.114865965,0.142698298,0.22559593,0.282672919,0
2434.7852465_-3669.457843,0.220617654,0.171795016,0.185612239,0.110450843,0.187715088,0.12380916,0
2434.7852465_-3769.457843,0.173491635,0.114426205,0.194164704,0.153066693,0.126058522,0.238792241,0
2434.7852465_-3869.457843,0.18319124,0.23573037,0.195247141,0.202881161,0.048607557,0.134342531,0
2434.7852465_-3969.457843,0.182794262,0.07604559,0.168314199,0.181951793,0.138480201,0.252413954,0
2434.7852465_-4069.457843,0.106607113,0.22794994,0.141821688,0.237044202,0.218271596,0.068305462,0
2434.7852465_-4169.457843,0.363557129,0.264824349,0.097696081,0.074743971,0.153485581,0.04569289,0
2434.7852465_-4269.457843,0.348345832,0.131935933,0.105089845,0.045120171,0.352933529,0.01657469,0
2534.7852465_-2769.457843,0.178188801,0.138670814,0.135031092,0.101777232,0.278175658,0.168156403,0
2534.7852465_-2869.457843,0.24516,0.101715217,0.153875137,0.190443531,0.175951228,0.132854888,0
2534.7852465_-2969.457843,0.236641478,0.163612419,0.184123243,0.164907355,0.185089611,0.065625894,0
2534.7852465_-3069.457843,0.185060882,0.158601427,0.145546636,0.205557761,0.169784371,0.135448923,0
2534.7852465_-3169.457843,0.095433949,0.189523268,0.169214157,0.233173116,0.138957556,0.173697952,0
2534.7852465_-3269.457843,0.129489888,0.125321926,0.243282084,0.264992395,0.138036718,0.098876989,0
2534.7852465_-3369.457843,0.181593173,0.15607542,0.123798423,0.203848669,0.141677083,0.193007233,0
2534.7852465_-3469.457843,0.24632783,0.177767565,0.15214881,0.204256838,0.12366412,0.095834838,0
2534.7852465_-3569.457843,0.195702789,0.139497259,0.143166706,0.112424396,0.19648837,0.21272048,0
2534.7852465_-3669.457843,0.151161939,0.099119004,0.193523869,0.188721553,0.119383987,0.248089647,0
2534.7852465_-3769.457843,0.148249755,0.146083467,0.233969615,0.182760207,0.130473105,0.15846385,0
2534.7852465_-3869.457843,0.200945291,0.227439745,0.137683097,0.107421644,0.14343979,0.183070433,0
2534.7852465_-3969.457843,0.153842638,0.334940463,0.109898059,0.153543205,0.189924393,0.057851241,0
2534.7852465_-4069.457843,0.122681088,0.190926576,0.093395147,0.151089712,0.190709932,0.251197546,0
2534.7852465_-4169.457843,0.210504153,0.178603789,0.101976821,0.14391906,0.253603095,0.111393082,0
2534.7852465_-4269.457843,0.276622912,0.272448526,0.150623613,0.051491349,0.143535848,0.105277752,0
-1471.530357_-2368.451439,0.110287754,0.214060647,0.028338659,0.100392492,0.217797811,0.329122638,0
-1471.530357_-2468.451439,0.126390482,0.135851935,0.261680444,0.192166101,0.276948292,0.006962746,0
-1471.530357_-2568.451439,0.221368363,0.192872052,0.141122218,0.204585149,0.208863204,0.031189014,0
-1471.530357_-2668.451439,0.144292095,0.161607204,0.130368903,0.204082492,0.206679239,0.152970067,0
-1471.530357_-2768.451439,0.201120012,0.10241128,0.121022594,0.172728893,0.232360214,0.170357008,0
-1471.530357_-2868.451439,0.134190441,0.14801213,0.086782181,0.167318087,0.186859408,0.276837753,0
-1471.530357_-2968.451439,0.130726365,0.130928953,0.120814318,0.200999601,0.233656685,0.182874078,0
-1471.530357_-3068.451439,0.182864963,0.134634622,0.132677791,0.215850309,0.086145315,0.247826999,0
-1471.530357_-3168.451439,0.088805151,0.178127767,0.066885475,0.095716739,0.258066242,0.312398627,0
-1471.530357_-3268.451439,0.263764006,0.189785475,0.143319467,0.164948973,0.14040089,0.09778119,0
-1471.530357_-3368.451439,0.154426755,0.176870475,0.194754905,0.172909135,0.161463295,0.139575434,0
-1471.530357_-3468.451439,0.135289049,0.231199157,0.064728189,0.117619134,0.102802047,0.348362424,0
-1471.530357_-3568.451439,0.259947514,0.120453057,0.076254526,0.170235443,0.245495877,0.127613584,0
-1471.530357_-3668.451439,0.135802708,0.224845136,0.163602542,0.202270727,0.247970957,0.02550793,0
-1471.530357_-3768.451439,0.197321087,0.172284153,0.097690127,0.152709879,0.269577424,0.11041733,0
-1471.530357_-3868.451439,0.551267485,0.139954979,0.053696967,0.035693002,0.201344905,0.01804266,0
-1571.530357_-2368.451439,0.084214359,0.019701781,0.028208845,0.034751351,0.165863278,0.667260387,0
-1571.530357_-2468.451439,0.182004116,0.13334171,0.207901928,0.261479749,0.141210196,0.074062302,0
-1571.530357_-2568.451439,0.234470567,0.123001024,0.169161296,0.206065729,0.215216136,0.052085248,0
-1571.530357_-2668.451439,0.256133505,0.152119798,0.152268097,0.207552804,0.070979604,0.160946192,0
-1571.530357_-2768.451439,0.323797599,0.148357542,0.14241048,0.166988147,0.121283888,0.097162345,0
-1571.530357_-2868.451439,0.215253386,0.158235629,0.092999088,0.167764944,0.211390596,0.154356357,0
-1571.530357_-2968.451439,0.154327082,0.26079658,0.074953169,0.137400039,0.172632362,0.199890767,0
-1571.530357_-3068.451439,0.313745394,0.123916106,0.102526833,0.175239659,0.180887406,0.103684603,0
-1571.530357_-3168.451439,0.321552882,0.317806666,0.041167405,0.088355242,0.192844927,0.038272878,0
-1571.530357_-3268.451439,0.254127318,0.175326108,0.124050246,0.138643167,0.171345709,0.136507453,0
-1571.530357_-3368.451439,0.218634866,0.255971047,0.112746231,0.146537937,0.191800574,0.074309345,0
-1571.530357_-3468.451439,0.269184002,0.382105617,0.113149695,0.157573287,1.67E-17,0.077987399,0
-1571.530357_-3568.451439,0.15065645,0.281810114,0.168345241,0.189052624,0.170021995,0.040113576,0
-1571.530357_-3668.451439,0.123268064,0.19254587,0.102185784,0.175032752,0.176918606,0.230048925,0
-1571.530357_-3768.451439,0.079043165,0.130143399,0.146401673,0.193498782,0.275966119,0.174946863,0
-1571.530357_-3868.451439,0.115053555,0.189185696,0.065973936,0.089924114,0.191807024,0.348055675,0
-1671.530357_-2368.451439,0.225577367,0.05913019,0.061701604,0.034583445,0.088089789,0.530917605,0
-1671.530357_-2468.451439,0.179848487,0.119674547,0.169653845,0.183022941,0.139048739,0.208751442,0
-1671.530357_-2568.451439,0.12012951,0.087045968,0.241948309,0.243472702,0.265705604,0.041697906,0
-1671.530357_-2668.451439,0.218258531,0.156200034,0.113410634,0.207266016,0.196957389,0.107907397,0
-1671.530357_-2768.451439,0.28385559,0.196397134,0.107655117,0.193796617,0.151801812,0.06649373,0
-1671.530357_-2868.451439,0.274164972,0.14840768,0.202801368,0.223455949,0.082978374,0.068191658,0
-1671.530357_-2968.451439,0.202449336,0.142652602,0.09618546,0.191556319,0.256993447,0.110162837,0
-1671.530357_-3068.451439,0.248909418,0.163581404,0.126280552,0.202253018,0.231732953,0.027242656,0
-1671.530357_-3168.451439,0.269233639,0.196454652,0.129800577,0.115797717,0.160127633,0.128585781,0
-1671.530357_-3268.451439,0.388887467,0.136779391,0.12139942,0.115668162,0.149398947,0.087866612,0
-1671.530357_-3368.451439,0.286171325,0.138931003,0.083388779,0.107374708,0.250122679,0.134011505,0
-1671.530357_-3468.451439,0.29588462,0.130586612,0.122220991,0.142660989,0.181928166,0.126718622,0
-1671.530357_-3568.451439,0.285563595,0.056813478,0.231813873,0.31081443,0.033316417,0.081678206,0
-1671.530357_-3668.451439,0.245874566,0.116774622,0.101158577,0.14103551,0.266158977,0.128997748,0
-1671.530357_-3768.451439,0.189342575,0.21304497,0.083274537,0.095675552,0.167142656,0.25151971,0
-1671.530357_-3868.451439,0.341381839,0.226551805,0.158757786,0.075829746,3.87E-17,0.197478824,0
-1771.530357_-2368.451439,0.084101297,0.105124345,0.028381405,0.040541192,0.239664979,0.502186783,0
-1771.530357_-2468.451439,0.177686043,0.03702838,0.031909019,0.075843276,0.200041179,0.477492103,0
-1771.530357_-2568.451439,0.247311373,0.159249914,0.155169725,0.18699686,0.210816054,0.040456074,0
-1771.530357_-2668.451439,0.231972266,0.177080563,0.139096748,0.207734669,0.172154775,0.071960979,0
-1771.530357_-2768.451439,0.20190699,0.2780548,0.113013416,0.174468373,0.129480109,0.103076312,0
-1771.530357_-2868.451439,0.266352161,0.108237709,0.10694407,0.192105106,0.25720239,0.069158565,0
-1771.530357_-2968.451439,0.128510477,0.210161112,0.230538738,0.25905991,0.076192737,0.095537027,0
-1771.530357_-3068.451439,0.22447405,0.170227356,0.080546682,0.113245028,0.186734981,0.224771903,0
-1771.530357_-3168.451439,0.33208735,0.276793872,0.132756656,0.118154296,0.086307418,0.053900409,0
-1771.530357_-3268.451439,0.29126246,0.110533754,0.110201878,0.150230636,0.112013987,0.225757285,0
-1771.530357_-3368.451439,0.176450071,0.323818244,0.117471088,0.213857258,0.116550887,0.051852451,0
-1771.530357_-3468.451439,0.257627895,0.160644661,0.131587454,0.146274053,0.132726022,0.171139914,0
-1771.530357_-3568.451439,0.289107241,0.108615456,0.196922619,0.16352826,0.099704973,0.14212145,0
-1771.530357_-3668.451439,0.303864517,0.212881507,0.073629449,0.110217789,0.179455647,0.119951091,0
-1771.530357_-3768.451439,0.343336996,0.168399904,0.096008251,0.11127442,0.144993135,0.135987294,0
-1771.530357_-3868.451439,0.532478901,0.175408007,0.076774188,0.046908368,0.101345565,0.067084971,0
-1871.530357_-2368.451439,0.104617779,0.039078553,0.016114803,0.027290409,0.086316181,0.726582275,0
-1871.530357_-2468.451439,0.135870008,0.055801424,0.018016914,0.037156465,0.201035615,0.552119573,0
-1871.530357_-2568.451439,0.259229395,0.217222994,0.083883281,0.218592362,0.110168029,0.11090394,0
-1871.530357_-2668.451439,0.22738268,0.180963,0.108185289,0.220488542,0.207756018,0.055224471,0
-1871.530357_-2768.451439,0.208084194,0.137236502,0.112535062,0.213564467,0.220591326,0.107988448,0
-1871.530357_-2868.451439,0.188785264,0.161908496,0.11924929,0.224738923,0.113405147,0.191912879,0
-1871.530357_-2968.451439,0.298186474,0.105297581,0.107193552,0.162100721,0.149372073,0.1778496,0
-1871.530357_-3068.451439,0.308594734,0.349951446,0.056310927,0.080866068,0.092990981,0.111285844,0
-1871.530357_-3168.451439,0.270465392,0.135204199,0.111201525,0.125129841,0.127265253,0.230733791,0
-1871.530357_-3268.451439,0.24139343,0.124153708,0.226765892,0.246419027,0.132638688,0.028629255,0
