,OD,Excitatory,Endothelial,Inhibitory,Astrocyte,Microglia
2277.1239951_-2707.857618,0.144678565,0.168679187,0.179370804,0.152451153,0.149533643,0.205286648
2277.1239951_-2807.857618,0.142882664,0.168427831,0.168999446,0.194017291,0.200264815,0.125407953
2277.1239951_-2907.857618,0.209987477,0.196767692,0.109069234,0.230741861,0.147867486,0.10556625
2277.1239951_-3007.857618,0.151998329,0.173018962,0.13335393,0.171501916,0.182036366,0.188090497
2277.1239951_-3107.857618,0.16867619,0.159859244,0.160840182,0.135239688,0.183281263,0.192103434
2377.1239951_-1607.857618,0.252050504,0.152934166,0.103205485,0.304208398,0.184576626,0.00302482
2377.1239951_-1707.857618,0.16605468,0.184495775,0.141571067,0.157334315,0.147995227,0.202548936
2377.1239951_-1807.857618,0.149982901,0.136630725,0.142943634,0.164732633,0.176158682,0.229551425
2377.1239951_-1907.857618,0.174059505,0.178718676,0.149309969,0.18645955,0.146237805,0.165214494
2377.1239951_-2007.857618,0.151720218,0.184685245,0.146456683,0.188614375,0.164814772,0.163708708
2377.1239951_-2107.857618,0.167323849,0.188706575,0.132435392,0.188781504,0.163138347,0.159614332
2377.1239951_-2207.857618,0.153322931,0.186141396,0.182079203,0.167204194,0.187463102,0.123789174
2377.1239951_-2307.857618,0.175654562,0.188158463,0.166906873,0.191840766,0.130593807,0.146845529
2377.1239951_-2407.857618,0.229144252,0.21237971,0.126174679,0.242640028,0.178665462,0.010995868
2377.1239951_-2507.857618,0.192373953,0.213596552,0.15641365,0.207004379,0.166846875,0.063764591
2377.1239951_-2607.857618,0.160191956,0.157990002,0.207192689,0.192968114,0.12109895,0.160558288
2377.1239951_-2707.857618,0.14429566,0.152207636,0.17781654,0.152529426,0.143454053,0.229696686
2377.1239951_-2807.857618,0.199148519,0.204682545,0.199785308,0.185952667,0.181258832,0.029172129
2377.1239951_-2907.857618,0.148653168,0.155579461,0.21836226,0.14730091,0.151862629,0.178241571
2377.1239951_-3007.857618,0.152526814,0.167014075,0.167535717,0.151869493,0.17865642,0.182397481
2377.1239951_-3107.857618,0.211704386,0.122886116,0.249515021,0.105401346,0.209225621,0.10126751
877.1239951_-1607.857618,0.166977269,0.149476312,0.111544334,0.18138412,0.123214896,0.267403068
877.1239951_-1707.857618,0.162193988,0.153693713,0.155190972,0.179900734,0.120873506,0.228147087
877.1239951_-1807.857618,0.160702456,0.173314794,0.18968574,0.16261129,0.130338664,0.183347056
877.1239951_-1907.857618,0.169791554,0.179529506,0.156939083,0.178727937,0.164915934,0.150095986
877.1239951_-2007.857618,0.158953846,0.189138474,0.147843537,0.178005124,0.140653196,0.185405823
877.1239951_-2107.857618,0.159606884,0.182398333,0.172322923,0.166963079,0.139227043,0.179481738
877.1239951_-2207.857618,0.163724429,0.164189319,0.111583801,0.17697041,0.150427601,0.233104441
877.1239951_-2307.857618,0.190667744,0.195124417,0.218497686,0.169798723,0.157090179,0.068821251
877.1239951_-2407.857618,0.175745123,0.164796774,0.186155646,0.197725972,0.17497533,0.100601155
877.1239951_-2507.857618,0.184465246,0.16581434,0.143072286,0.153343065,0.17496822,0.178336843
877.1239951_-2607.857618,0.14637676,0.175429381,0.152410655,0.17993283,0.189774277,0.156076098
877.1239951_-2707.857618,0.154852744,0.154343185,0.204884623,0.161689929,0.186397221,0.137832298
877.1239951_-2807.857618,0.156695782,0.164527051,0.165960638,0.149589206,0.156727894,0.206499429
877.1239951_-2907.857618,0.182560122,0.208649792,0.144577128,0.197048794,0.140050969,0.127113195
877.1239951_-3007.857618,0.146870084,0.156462705,0.189529331,0.166357853,0.142101161,0.198678866
877.1239951_-3107.857618,0.154944094,0.227461505,0.096287189,0.240130542,0.251389209,0.029787461
977.1239951_-1607.857618,0.188251741,0.153620991,0.099778493,0.192791632,0.151451061,0.214106083
977.1239951_-1707.857618,0.2185525,0.163885529,0.191611384,0.146546734,0.212044503,0.067359349
977.1239951_-1807.857618,0.193655549,0.13095543,0.152838793,0.165414201,0.134688952,0.222447075
977.1239951_-1907.857618,0.156665968,0.154316137,0.182052164,0.145225538,0.186513573,0.17522662
977.1239951_-2007.857618,0.152187791,0.182945092,0.147945619,0.185315647,0.186028877,0.145576974
977.1239951_-2107.857618,0.169211958,0.186510741,0.133640205,0.179756248,0.185264081,0.145616768
977.1239951_-2207.857618,0.173389942,0.175366633,0.165384683,0.165222774,0.123998653,0.196637315
977.1239951_-2307.857618,0.157478355,0.18162919,0.179510165,0.190769033,0.124829677,0.16578358
977.1239951_-2407.857618,0.167604745,0.182836988,0.179813432,0.183596907,0.167951827,0.118196101
977.1239951_-2507.857618,0.164602123,0.22021857,0.137978131,0.202963573,0.179245034,0.09499257
977.1239951_-2607.857618,0.167781727,0.172058417,0.143060128,0.165331538,0.173974647,0.177793543
977.1239951_-2707.857618,0.144986196,0.172424293,0.145083407,0.148079674,0.185024241,0.20440219
977.1239951_-2807.857618,0.14587491,0.156798178,0.179555161,0.162652223,0.173837331,0.181282198
977.1239951_-2907.857618,0.165423213,0.207646044,0.202036261,0.178462278,0.176724199,0.069708005
977.1239951_-3007.857618,0.160001852,0.155474656,0.197760097,0.159002213,0.159382288,0.168378895
977.1239951_-3107.857618,0.152588567,0.171522041,0.153873231,0.159638607,0.176647659,0.185729894
1034.7852465_-2769.457843,0.205341076,0.121379109,0.221832688,0.192518383,0.163187824,0.095740919
1034.7852465_-2869.457843,0.147820817,0.137339551,0.105006308,0.165160379,0.167484593,0.277188353
1034.7852465_-2969.457843,0.153875269,0.162207511,0.198078649,0.179583624,0.126548561,0.179706385
1034.7852465_-3069.457843,0.146647409,0.163588297,0.153083252,0.184685618,0.168056394,0.183939029
1034.7852465_-3169.457843,0.153725032,0.159625346,0.168007652,0.163367652,0.145862933,0.209411385
1034.7852465_-3269.457843,0.175872264,0.171413786,0.164112185,0.179154289,0.15499642,0.154451056
1034.7852465_-3369.457843,0.168028373,0.181603366,0.131060955,0.186958193,0.141238978,0.191110134
1034.7852465_-3469.457843,0.157775953,0.160666482,0.168268715,0.186946068,0.19165372,0.134689063
1034.7852465_-3569.457843,0.160767157,0.178280309,0.196120851,0.116846635,0.145227365,0.202757682
1034.7852465_-3669.457843,0.164519052,0.162434599,0.226549044,0.151024639,0.191233114,0.104239554
1034.7852465_-3769.457843,0.185124536,0.185968796,0.128101707,0.178919799,0.164920829,0.156964333
1034.7852465_-3869.457843,0.189211194,0.14577893,0.180634608,0.157785614,0.17943159,0.147158063
1034.7852465_-3969.457843,0.181998719,0.175498266,0.168275745,0.163251096,0.18266644,0.128309734
1034.7852465_-4069.457843,0.173095067,0.157873454,0.197672234,0.152826622,0.148436783,0.170095841
1034.7852465_-4169.457843,0.182705457,0.171575485,0.152555606,0.219055205,0.201240998,0.07286725
1034.7852465_-4269.457843,0.171334314,0.161513519,0.177703296,0.160191649,0.230403484,0.098853738
1134.7852465_-2769.457843,0.176877491,0.164136737,0.119686296,0.139921413,0.146344638,0.253033424
1134.7852465_-2869.457843,0.172101001,0.164540027,0.110147262,0.158742873,0.208479934,0.185988903
1134.7852465_-2969.457843,0.133095327,0.175315587,0.207451831,0.179034741,0.151296042,0.153806472
1134.7852465_-3069.457843,0.146946133,0.161151011,0.180131755,0.17304956,0.171274205,0.167447335
1134.7852465_-3169.457843,0.145754526,0.15784186,0.150851848,0.154088154,0.163000632,0.228462981
1134.7852465_-3269.457843,0.143459926,0.142358349,0.153483794,0.163429853,0.16072309,0.236544987
1134.7852465_-3369.457843,0.143325534,0.19191286,0.169947915,0.165567858,0.177806862,0.151438971
1134.7852465_-3469.457843,0.169040469,0.137278782,0.202188013,0.170838315,0.173410449,0.147243971
1134.7852465_-3569.457843,0.187286433,0.166239306,0.132443585,0.177948027,0.21322866,0.122853989
1134.7852465_-3669.457843,0.186015786,0.172166533,0.131229984,0.165381839,0.196701428,0.14850443
1134.7852465_-3769.457843,0.167363497,0.16004215,0.151289895,0.153446231,0.15034713,0.217511096
1134.7852465_-3869.457843,0.175561301,0.162938187,0.175012453,0.172270909,0.13826013,0.17595702
1134.7852465_-3969.457843,0.154317523,0.179607023,0.197980343,0.184553284,0.137342435,0.146199391
1134.7852465_-4069.457843,0.16325316,0.155321733,0.158226907,0.194852105,0.153798236,0.17454786
1134.7852465_-4169.457843,0.170380966,0.161275446,0.155580369,0.183214233,0.139610709,0.189938276
1134.7852465_-4269.457843,0.177183478,0.133859306,0.248033198,0.186404099,0.239258851,0.015261068
1234.7852465_-2769.457843,0.166850907,0.158494531,0.097487556,0.153965524,0.162571989,0.260629492
1234.7852465_-2869.457843,0.163067948,0.155524861,0.151349216,0.13243239,0.166340841,0.231284743
1234.7852465_-2969.457843,0.147989428,0.169533888,0.174277383,0.162257028,0.157922512,0.188019761
1234.7852465_-3069.457843,0.133928755,0.197634765,0.196056883,0.141701878,0.180601185,0.150076534
1234.7852465_-3169.457843,0.143471591,0.172779085,0.134448899,0.170196243,0.188005157,0.191099025
1234.7852465_-3269.457843,0.133065485,0.165834994,0.188082687,0.172438378,0.198699609,0.141878847
1234.7852465_-3369.457843,0.161974543,0.176386203,0.195907342,0.190901463,0.181473974,0.093356475
1234.7852465_-3469.457843,0.21249636,0.17946695,0.166911201,0.151351792,0.147503125,0.142270572
1234.7852465_-3569.457843,0.1876247,0.140423125,0.26482436,0.145542351,0.142404057,0.119181408
1234.7852465_-3669.457843,0.161543349,0.162312487,0.172749029,0.136220993,0.170915313,0.196258828
1234.7852465_-3769.457843,0.161227386,0.199168612,0.165709151,0.158909124,0.178358087,0.136627639
1234.7852465_-3869.457843,0.169064643,0.183154125,0.156573181,0.200128528,0.173146203,0.117933319
1234.7852465_-3969.457843,0.151462486,0.1389942,0.171584642,0.152322582,0.19442278,0.19121331
1234.7852465_-4069.457843,0.154878248,0.162175578,0.169911135,0.178763088,0.194479715,0.139792237
1234.7852465_-4169.457843,0.161488831,0.167390069,0.152671466,0.179402636,0.187696199,0.151350799
1234.7852465_-4269.457843,0.219113846,0.130590933,0.144556523,0.120471299,0.167304957,0.217962441
1334.7852465_-2769.457843,0.257704623,0.149201307,0.081983655,0.097622477,0.118703783,0.294784155
1334.7852465_-2869.457843,0.236922856,0.143108519,0.157995824,0.105084009,0.253811265,0.103077527
1334.7852465_-2969.457843,0.1429713,0.178937795,0.145168513,0.123443967,0.215842935,0.19363549
1334.7852465_-3069.457843,0.136773556,0.160185566,0.15234461,0.152116918,0.165433451,0.233145897
1334.7852465_-3169.457843,0.141636516,0.146997782,0.162614898,0.136745286,0.164554345,0.247451172
1334.7852465_-3269.457843,0.143368028,0.170358343,0.15035727,0.16330901,0.176707409,0.19589994
1334.7852465_-3369.457843,0.165129365,0.17299551,0.154457097,0.154801326,0.149969958,0.202646744
1334.7852465_-3469.457843,0.153620969,0.176708219,0.225538612,0.154035521,0.120474817,0.169621863
1334.7852465_-3569.457843,0.16437617,0.186713613,0.163461383,0.155928589,0.145432801,0.184087443
1334.7852465_-3669.457843,0.164608359,0.188782818,0.200461756,0.160828376,0.209467817,0.075850874
1334.7852465_-3769.457843,0.180979362,0.182396371,0.172971269,0.167204101,0.184358502,0.112090395
1334.7852465_-3869.457843,0.189338198,0.160498972,0.18663061,0.189088732,0.174560446,0.099883041
1334.7852465_-3969.457843,0.175084632,0.169193526,0.239796101,0.177132255,0.174312659,0.064480826
1334.7852465_-4069.457843,0.17504519,0.16492506,0.189345406,0.168281268,0.164873349,0.137529727
1334.7852465_-4169.457843,0.19075993,0.134274467,0.082007318,0.193763705,0.234223648,0.164970932
1334.7852465_-4269.457843,0.180527114,0.133261337,0.253656311,0.155962091,0.193398087,0.083195061
1434.7852465_-2769.457843,0.290691524,0.190950304,0.065478094,0.100249875,0.241409082,0.111221121
1434.7852465_-2869.457843,0.246469876,0.143257824,0.085762825,0.137111704,0.163177432,0.224220339
1434.7852465_-2969.457843,0.154576043,0.177707765,0.161042147,0.142634763,0.200857605,0.163181679
1434.7852465_-3069.457843,0.126676131,0.163117144,0.142388037,0.165186532,0.194100359,0.208531797
1434.7852465_-3169.457843,0.157987509,0.152103949,0.182775579,0.157891711,0.157539963,0.191701288
1434.7852465_-3269.457843,0.151571931,0.177519951,0.169779414,0.145218854,0.154170345,0.201739504
1434.7852465_-3369.457843,0.17976075,0.178816344,0.208585417,0.178533229,0.144426067,0.109878193
1434.7852465_-3469.457843,0.17423575,0.158583889,0.172675199,0.155905797,0.128497659,0.210101707
1434.7852465_-3569.457843,0.135950922,0.17158862,0.163095882,0.154752207,0.156931313,0.217681055
1434.7852465_-3669.457843,0.139444022,0.173742415,0.211091562,0.14229101,0.15789689,0.175534101
1434.7852465_-3769.457843,0.16898284,0.187458722,0.156995128,0.182209067,0.205130674,0.099223569
1434.7852465_-3869.457843,0.153098309,0.161628566,0.230987125,0.153406483,0.188978668,0.111900849
1434.7852465_-3969.457843,0.157718074,0.17044732,0.149817942,0.167764401,0.188672446,0.165579817
1434.7852465_-4069.457843,0.185234659,0.228358292,0.130423648,0.174783346,0.219789057,0.061410998
1434.7852465_-4169.457843,0.157522517,0.1679566,0.144268269,0.146574723,0.177731677,0.205946215
1434.7852465_-4269.457843,0.135043883,0.119242136,0.229845305,0.132860692,0.205001926,0.178006058
1534.7852465_-2769.457843,0.229354563,0.149036301,0.09818894,0.127657049,0.150757018,0.245006128
1534.7852465_-2869.457843,0.258044258,0.15720598,0.113552412,0.170922975,0.085801161,0.214473214
1534.7852465_-2969.457843,0.192971353,0.154951031,0.127217796,0.123589694,0.200700833,0.200569293
1534.7852465_-3069.457843,0.178097787,0.197675519,0.089709184,0.204918581,0.215609706,0.113989223
1534.7852465_-3169.457843,0.153353397,0.164210976,0.155137598,0.180549305,0.158704396,0.188044329
1534.7852465_-3269.457843,0.158989805,0.164006795,0.194926418,0.155386284,0.163303936,0.163386762
1534.7852465_-3369.457843,0.135625546,0.180031362,0.164888908,0.147861941,0.137464867,0.234127377
1534.7852465_-3469.457843,0.154304364,0.19038564,0.168042297,0.173355199,0.183990094,0.129922405
1534.7852465_-3569.457843,0.174848832,0.193931813,0.136484732,0.162085815,0.155500004,0.177148805
1534.7852465_-3669.457843,0.157366292,0.17207633,0.181224081,0.150236623,0.142671881,0.196424794
1534.7852465_-3769.457843,0.158543612,0.187153338,0.17467086,0.151004761,0.197672565,0.130954864
1534.7852465_-3869.457843,0.155553202,0.176816197,0.172957374,0.169416132,0.165042057,0.160215038
1534.7852465_-3969.457843,0.176834023,0.181542953,0.130041019,0.152309577,0.181387875,0.177884552
1534.7852465_-4069.457843,0.151600452,0.155231136,0.164677422,0.149899815,0.191037081,0.187554094
1534.7852465_-4169.457843,0.131146527,0.145325082,0.209407828,0.153096373,0.193475024,0.167549164
1534.7852465_-4269.457843,0.149878921,0.125884746,0.230858122,0.150070434,0.139887714,0.203420063
1634.7852465_-2769.457843,0.29336944,0.160134024,0.121445243,0.113619562,0.123879443,0.187552288
1634.7852465_-2869.457843,0.291536923,0.125615567,0.085464379,0.176271847,0.148946013,0.172165272
1634.7852465_-2969.457843,0.25073157,0.175470966,0.197016709,0.159274365,0.19224634,0.025260049
1634.7852465_-3069.457843,0.146115203,0.165881465,0.141568139,0.176734737,0.186332974,0.183367481
1634.7852465_-3169.457843,0.148756542,0.177307752,0.157943901,0.180554071,0.185677157,0.149760577
1634.7852465_-3269.457843,0.151055182,0.161621522,0.15273968,0.177188184,0.153866176,0.203529255
1634.7852465_-3369.457843,0.147413381,0.150533392,0.147065468,0.163581118,0.214844168,0.176562473
1634.7852465_-3469.457843,0.151600205,0.176519311,0.167278377,0.157546549,0.186551779,0.16050378
1634.7852465_-3569.457843,0.144284368,0.179406818,0.163067382,0.159694587,0.194658274,0.15888857
1634.7852465_-3669.457843,0.13935783,0.171077371,0.148307483,0.174326492,0.169122873,0.197807951
1634.7852465_-3769.457843,0.155474609,0.17078303,0.176866277,0.157330718,0.19262782,0.146917546
1634.7852465_-3869.457843,0.146489598,0.166629207,0.147106135,0.157369709,0.185499196,0.196906154
1634.7852465_-3969.457843,0.16223732,0.177673219,0.095382735,0.164801854,0.183266135,0.216638737
1634.7852465_-4069.457843,0.166284629,0.183968067,0.153672229,0.173630114,0.209906708,0.112538252
1634.7852465_-4169.457843,0.167937531,0.144616156,0.252061449,0.105427328,0.185894629,0.144062906
1634.7852465_-4269.457843,0.156297907,0.166047832,0.198179612,0.136266162,0.158598918,0.18460957
1734.7852465_-2769.457843,0.239128336,0.163354334,0.054486792,0.101670428,0.103828711,0.337531398
1734.7852465_-2869.457843,0.218190853,0.131730363,0.149124083,0.124065194,0.177195536,0.199693971
1734.7852465_-2969.457843,0.216275032,0.147312513,0.165185486,0.150803211,0.175696756,0.144727003
1734.7852465_-3069.457843,0.151514225,0.161847032,0.130551373,0.150353666,0.190673007,0.215060697
1734.7852465_-3169.457843,0.151816047,0.153657232,0.161054087,0.168305418,0.183546024,0.181621192
1734.7852465_-3269.457843,0.142232463,0.158499757,0.17264212,0.162385959,0.215651197,0.148588504
1734.7852465_-3369.457843,0.150240385,0.127533597,0.22733697,0.14761295,0.18305083,0.164225269
1734.7852465_-3469.457843,0.16301409,0.135705672,0.230851572,0.170698154,0.208931181,0.090799331
1734.7852465_-3569.457843,0.149522524,0.161311331,0.130693827,0.156743944,0.200093287,0.201635086
1734.7852465_-3669.457843,0.14964213,0.200586525,0.128779684,0.189961602,0.206505433,0.124524626
1734.7852465_-3769.457843,0.147926093,0.172749627,0.166233466,0.161143054,0.175837271,0.176110489
1734.7852465_-3869.457843,0.177971892,0.148270051,0.166092927,0.170264655,0.169999197,0.167401278
1734.7852465_-3969.457843,0.162649546,0.172305518,0.152227138,0.170554681,0.181256253,0.161006864
1734.7852465_-4069.457843,0.153164777,0.146368525,0.196314635,0.15386511,0.15440243,0.195884522
1734.7852465_-4169.457843,0.198209991,0.145604423,0.231326375,0.079228859,0.208383247,0.137247106
1834.7852465_-2769.457843,0.251195596,0.180849377,0.197353621,0.124625944,0.118736579,0.127238884
1834.7852465_-2869.457843,0.289634556,0.149217266,0.107473013,0.212817038,0.180412004,0.060446122
1834.7852465_-2969.457843,0.187822524,0.154622765,0.165008668,0.177984669,0.179816145,0.134745229
1834.7852465_-3069.457843,0.152579123,0.155915461,0.167842185,0.172153487,0.163668747,0.187840998
1834.7852465_-3169.457843,0.145435058,0.160300914,0.180162323,0.169360643,0.15612719,0.188613872
1834.7852465_-3269.457843,0.146074459,0.160163163,0.149533099,0.17216794,0.166313485,0.205747855
1834.7852465_-3369.457843,0.16975489,0.158078168,0.190653529,0.15891711,0.188727748,0.133868555
1834.7852465_-3469.457843,0.15747225,0.171925854,0.13794761,0.173860708,0.130722066,0.228071512
1834.7852465_-3569.457843,0.148420967,0.151819111,0.181894253,0.154327112,0.158907187,0.20463137
1834.7852465_-3669.457843,0.165898409,0.149255013,0.179369089,0.198700692,0.22152867,0.085248127
1834.7852465_-3769.457843,0.178822244,0.1792237,0.188351026,0.191953398,0.141177836,0.120471795
1834.7852465_-3869.457843,0.152904501,0.162028922,0.1801664,0.162432736,0.13518437,0.20728307
1834.7852465_-3969.457843,0.15568973,0.143776911,0.198456238,0.150174473,0.134418438,0.21748421
1834.7852465_-4069.457843,0.167732876,0.185457032,0.165342056,0.161706095,0.195823143,0.123938798
1834.7852465_-4169.457843,0.170848384,0.152888905,0.218676828,0.101759139,0.284852543,0.070974201
1834.7852465_-4269.457843,0.158393642,0.1731767,0.176194882,0.15672314,0.18150189,0.154009746
1934.7852465_-2769.457843,0.245339824,0.114935106,0.086444311,0.111169095,0.21987492,0.222236745
1934.7852465_-2869.457843,0.260397006,0.132875628,0.211641093,0.171499918,0.137003207,0.086583148
1934.7852465_-2969.457843,0.185856063,0.149195584,0.156291435,0.173458582,0.230280384,0.104917953
1934.7852465_-3069.457843,0.17794413,0.1799541,0.150485563,0.180149851,0.182009495,0.129456861
1934.7852465_-3169.457843,0.157757263,0.163236343,0.194780555,0.181224115,0.186070245,0.116931478
1934.7852465_-3269.457843,0.139271398,0.189588599,0.145268083,0.147739292,0.18716673,0.190965899
1934.7852465_-3369.457843,0.142695826,0.17098873,0.181057612,0.163407723,0.146061747,0.195788361
1934.7852465_-3469.457843,0.164480995,0.174167913,0.197694428,0.176834977,0.148929514,0.137892172
1934.7852465_-3569.457843,0.149581078,0.191469752,0.189596506,0.166031577,0.172644452,0.130676635
1934.7852465_-3669.457843,0.155150794,0.160232358,0.193106909,0.149628168,0.163281429,0.178600341
1934.7852465_-3769.457843,0.152890386,0.140777379,0.197959445,0.142798357,0.181945152,0.183629282
1934.7852465_-3869.457843,0.181310535,0.167197292,0.201356814,0.13620049,0.181360259,0.13257461
1934.7852465_-3969.457843,0.177440096,0.184287602,0.192977311,0.167438257,0.21191144,0.065945294
1934.7852465_-4069.457843,0.157305661,0.151721347,0.259047187,0.123332359,0.224003282,0.084590164
1934.7852465_-4169.457843,0.167780473,0.113644901,0.093315093,0.076015621,0.278705163,0.270538749
1934.7852465_-4269.457843,0.156665456,0.133621992,0.189070242,0.153084535,0.164649058,0.202908717
2034.7852465_-2769.457843,0.275072265,0.160402243,0.069234013,0.116117662,0.172526405,0.206647412
2034.7852465_-2869.457843,0.222198819,0.138452857,0.173819464,0.155718831,0.111046052,0.198763977
2034.7852465_-2969.457843,0.206093578,0.167091714,0.155501774,0.182749941,0.172297515,0.116265478
2034.7852465_-3069.457843,0.141849805,0.155801957,0.208577905,0.151642055,0.156297917,0.18583036
2034.7852465_-3169.457843,0.162561869,0.169216924,0.12480094,0.165254908,0.149062975,0.229102384
2034.7852465_-3269.457843,0.177760431,0.199642963,0.153822802,0.192415716,0.177232895,0.099125193
2034.7852465_-3369.457843,0.16170736,0.185570467,0.162899961,0.167208151,0.155781522,0.166832541
2034.7852465_-3469.457843,0.157985004,0.167619107,0.184772942,0.161137507,0.144579093,0.183906346
2034.7852465_-3569.457843,0.173340538,0.208160075,0.112472699,0.182401962,0.157124841,0.166499885
2034.7852465_-3669.457843,0.153467452,0.196676186,0.197011759,0.146498992,0.207247777,0.099097833
2034.7852465_-3769.457843,0.151408437,0.181224474,0.186275542,0.173387586,0.153135951,0.154568011
2034.7852465_-3869.457843,0.153129048,0.160626279,0.174019958,0.155811041,0.157197184,0.199216489
2034.7852465_-3969.457843,0.167290575,0.185486712,0.161232992,0.176816691,0.194141265,0.115031764
2034.7852465_-4069.457843,0.137077673,0.14994227,0.1908671,0.136242323,0.196832163,0.189038472
2034.7852465_-4169.457843,0.142067626,0.100628998,0.203297711,0.135809651,0.157071933,0.261124081
2034.7852465_-4269.457843,0.175079109,0.125425796,0.21657072,0.135940898,0.186752909,0.160230568
2134.7852465_-2769.457843,0.250450567,0.191434131,0.099343239,0.028248596,0.140517276,0.290006191
2134.7852465_-2869.457843,0.202360879,0.193847691,0.123104437,0.157445332,0.199241152,0.124000508
2134.7852465_-2969.457843,0.154329698,0.1865881,0.130969709,0.165881966,0.208374934,0.153855593
2134.7852465_-3069.457843,0.176563062,0.198168124,0.165804056,0.186210435,0.190372577,0.082881747
2134.7852465_-3169.457843,0.15426075,0.158496407,0.184264173,0.158980096,0.171354529,0.172644045
2134.7852465_-3269.457843,0.145860606,0.16577409,0.163066545,0.159634539,0.15695544,0.208708779
2134.7852465_-3369.457843,0.165645254,0.177441324,0.167312389,0.177353933,0.159005422,0.153241679
2134.7852465_-3469.457843,0.149487986,0.183306301,0.124512712,0.17452104,0.180718951,0.187453009
2134.7852465_-3569.457843,0.176051105,0.182935146,0.183077444,0.164716864,0.179055615,0.114163827
2134.7852465_-3669.457843,0.144292291,0.162481512,0.208846663,0.157656469,0.16001679,0.166706275
2134.7852465_-3769.457843,0.168423336,0.154408378,0.22307284,0.143452994,0.148013423,0.162629029
2134.7852465_-3869.457843,0.139682508,0.19723689,0.187525754,0.168304802,0.170279979,0.136970067
2134.7852465_-3969.457843,0.174171509,0.181560222,0.164398094,0.163559036,0.161475372,0.154835767
2134.7852465_-4069.457843,0.150744644,0.187888181,0.206400878,0.145810208,0.178779294,0.130376794
2134.7852465_-4169.457843,0.131466844,0.116837924,0.18487896,0.1620904,0.219268575,0.185457297
2134.7852465_-4269.457843,0.171336133,0.128646372,0.239794774,0.116618059,0.176278587,0.167326074
2234.7852465_-2769.457843,0.214629154,0.149797847,0.110932808,0.137513761,0.109005822,0.278120609
2234.7852465_-2869.457843,0.173114443,0.094650145,0.221888851,0.161761388,0.15083726,0.197747913
2234.7852465_-2969.457843,0.138010338,0.148309394,0.21067247,0.17572118,0.165507034,0.161779584
2234.7852465_-3069.457843,0.177989972,0.175959164,0.166525715,0.175251781,0.157579626,0.146693742
2234.7852465_-3169.457843,0.172570825,0.173369512,0.208211737,0.179245012,0.172574564,0.09402835
2234.7852465_-3269.457843,0.141385233,0.179841457,0.168921305,0.171057033,0.180336331,0.15845864
2234.7852465_-3369.457843,0.200889108,0.213607459,0.121491362,0.221747241,0.194262678,0.048002152
2234.7852465_-3469.457843,0.163548043,0.173333519,0.242358755,0.156160604,0.203134505,0.061464574
2234.7852465_-3569.457843,0.163871425,0.16832522,0.189807756,0.174570256,0.156916863,0.14650848
2234.7852465_-3669.457843,0.174973486,0.150235695,0.229252495,0.158612935,0.196850097,0.090075293
2234.7852465_-3769.457843,0.153398641,0.161641398,0.167450749,0.161053348,0.130099141,0.226356724
2234.7852465_-3869.457843,0.147261361,0.161593633,0.162805004,0.151906579,0.184056952,0.19237647
2234.7852465_-3969.457843,0.163352065,0.177904984,0.108329313,0.160113336,0.198844839,0.191455463
2234.7852465_-4069.457843,0.164463598,0.199837779,0.133439633,0.178832863,0.168601894,0.154824234
2234.7852465_-4169.457843,0.145981178,0.13714633,0.203983683,0.113683801,0.143881583,0.255323425
2234.7852465_-4269.457843,0.176316645,0.113167559,0.19111051,0.129626919,0.187583908,0.202194459
2334.7852465_-2769.457843,0.200718081,0.145201603,0.166077016,0.119842399,0.132882946,0.235277955
2334.7852465_-2869.457843,0.168449788,0.162886131,0.155119821,0.155462797,0.162035647,0.196045816
2334.7852465_-2969.457843,0.16632913,0.174027831,0.22787182,0.164053499,0.126012206,0.141705514
2334.7852465_-3069.457843,0.16231017,0.142762195,0.217017327,0.181474141,0.178118835,0.118317332
2334.7852465_-3169.457843,0.147719144,0.15729163,0.176111896,0.162346187,0.166207101,0.190324042
2334.7852465_-3269.457843,0.160599639,0.174367881,0.194745351,0.161267681,0.181625427,0.12739402
2334.7852465_-3369.457843,0.137983421,0.160385952,0.205191429,0.160966577,0.126833351,0.20863927
2334.7852465_-3469.457843,0.169506507,0.164457564,0.197657619,0.181253281,0.15123896,0.135886069
2334.7852465_-3569.457843,0.169523648,0.174364857,0.159140786,0.156778736,0.139556707,0.200635266
2334.7852465_-3669.457843,0.170428376,0.157859609,0.165567044,0.157168978,0.162535598,0.186440395
2334.7852465_-3769.457843,0.195618116,0.188804738,0.17497512,0.176944217,0.127532631,0.136125178
2334.7852465_-3869.457843,0.180698659,0.172533286,0.117592456,0.163814895,0.18418364,0.181177063
2334.7852465_-3969.457843,0.168908124,0.162353031,0.20510764,0.165574262,0.179651691,0.118405252
2334.7852465_-4069.457843,0.152408536,0.144311159,0.214590556,0.15662551,0.108728915,0.223335323
2334.7852465_-4169.457843,0.151601943,0.151272685,0.251110149,0.156442401,0.141360402,0.148212419
2334.7852465_-4269.457843,0.152881354,0.114941054,0.228707018,0.167138651,0.250478117,0.085853807
2434.7852465_-2769.457843,0.257634385,0.176346702,0.009007681,0.151673919,0.172286011,0.233051302
2434.7852465_-2869.457843,0.143815847,0.143711959,0.177696668,0.134387116,0.179635706,0.220752703
2434.7852465_-2969.457843,0.148062459,0.153178125,0.176824155,0.165442074,0.172532746,0.183960441
