,Inhibitory,Excitatory,OD,Microglia,Endothelial,Astrocyte
877.1239951_-2007.857618,6.77E-02,3.47E-01,4.47E-01,4.18E-02,6.40E-02,3.26E-02
877.1239951_-2107.857618,2.09E-01,1.69E-01,4.43E-01,6.77E-02,9.33E-02,1.86E-02
877.1239951_-2207.857618,1.24E-01,2.01E-01,3.44E-01,1.06E-01,1.13E-01,1.12E-01
877.1239951_-2307.857618,6.48E-02,2.02E-01,4.24E-01,9.82E-02,1.59E-01,5.20E-02
877.1239951_-2407.857618,5.60E-02,3.89E-01,3.77E-01,5.15E-02,9.44E-02,3.23E-02
877.1239951_-2507.857618,4.67E-02,3.65E-01,4.08E-01,4.96E-02,7.73E-02,5.30E-02
877.1239951_-2607.857618,6.49E-02,3.01E-01,3.72E-01,7.91E-02,1.27E-01,5.65E-02
877.1239951_-2707.857618,9.36E-02,1.92E-01,3.78E-01,1.13E-01,1.65E-01,5.86E-02
877.1239951_-2807.857618,5.43E-02,2.02E-01,3.74E-01,1.13E-01,2.05E-01,5.12E-02
877.1239951_-2907.857618,3.19E-02,3.72E-01,3.15E-01,7.31E-02,1.32E-01,7.64E-02
877.1239951_-3007.857618,9.09E-02,1.35E-01,3.58E-01,1.41E-01,1.71E-01,1.03E-01
877.1239951_-3107.857618,1.08E-01,5.37E-02,5.86E-01,9.89E-02,9.10E-02,6.28E-02
977.1239951_-1607.857618,1.25E-02,2.77E-01,2.50E-01,1.04E-01,2.09E-01,1.47E-01
977.1239951_-1707.857618,3.66E-03,1.80E-01,5.57E-01,5.46E-02,1.33E-01,7.26E-02
977.1239951_-1807.857618,8.17E-04,2.33E-01,3.99E-01,5.25E-02,1.56E-01,1.59E-01
977.1239951_-1907.857618,2.20E-02,1.84E-01,2.69E-01,1.21E-01,1.65E-01,2.40E-01
977.1239951_-2007.857618,5.52E-02,4.82E-01,3.49E-01,3.18E-02,5.23E-02,2.98E-02
977.1239951_-2107.857618,1.68E-01,2.19E-01,4.64E-01,5.43E-02,6.66E-02,2.86E-02
977.1239951_-2207.857618,5.83E-02,2.43E-01,4.34E-01,7.91E-02,1.13E-01,7.25E-02
977.1239951_-2307.857618,9.42E-02,2.08E-01,4.68E-01,7.73E-02,1.15E-01,3.77E-02
977.1239951_-2407.857618,3.03E-02,3.10E-01,4.26E-01,6.18E-02,1.06E-01,6.54E-02
977.1239951_-2507.857618,5.65E-02,4.81E-01,3.14E-01,4.00E-02,6.08E-02,4.82E-02
977.1239951_-2607.857618,1.67E-01,2.25E-01,3.80E-01,8.09E-02,9.86E-02,4.82E-02
977.1239951_-2707.857618,1.04E-02,2.10E-01,1.88E-01,8.64E-02,1.12E-01,3.94E-01
977.1239951_-2807.857618,2.77E-02,1.94E-01,3.14E-01,1.28E-01,2.16E-01,1.20E-01
977.1239951_-2907.857618,7.78E-03,2.94E-01,2.50E-01,8.29E-02,1.55E-01,2.10E-01
977.1239951_-3007.857618,2.02E-02,1.66E-01,2.85E-01,1.17E-01,1.54E-01,2.58E-01
977.1239951_-3107.857618,7.44E-02,7.01E-02,5.39E-01,1.13E-01,1.18E-01,8.54E-02
1034.7852465_-2769.457843,2.40E-02,2.24E-01,2.84E-01,1.25E-01,2.44E-01,9.89E-02
1034.7852465_-2869.457843,1.42E-01,1.56E-01,4.49E-01,9.26E-02,1.17E-01,4.37E-02
1034.7852465_-2969.457843,9.57E-02,1.87E-01,3.86E-01,1.09E-01,1.32E-01,9.04E-02
1034.7852465_-3069.457843,9.78E-02,3.35E-01,3.13E-01,7.64E-02,9.94E-02,7.78E-02
1034.7852465_-3169.457843,3.60E-02,2.00E-01,2.53E-01,1.26E-01,1.61E-01,2.23E-01
1034.7852465_-3269.457843,1.69E-02,2.48E-01,3.48E-01,9.74E-02,2.02E-01,8.68E-02
1034.7852465_-3369.457843,3.33E-02,1.86E-01,3.09E-01,1.36E-01,2.49E-01,8.68E-02
1034.7852465_-3469.457843,5.77E-02,3.49E-01,2.13E-01,9.16E-02,1.15E-01,1.74E-01
1034.7852465_-3569.457843,2.08E-01,2.16E-01,3.41E-01,8.33E-02,8.58E-02,6.57E-02
1034.7852465_-3669.457843,2.04E-02,2.48E-01,2.67E-01,1.16E-01,2.10E-01,1.38E-01
1034.7852465_-3769.457843,5.72E-02,2.51E-01,3.41E-01,1.03E-01,1.48E-01,1.00E-01
1034.7852465_-3869.457843,9.55E-03,2.05E-01,1.75E-01,1.38E-01,2.92E-01,1.81E-01
1034.7852465_-3969.457843,8.97E-03,2.46E-01,2.11E-01,1.20E-01,3.05E-01,1.08E-01
1034.7852465_-4069.457843,1.88E-01,2.56E-01,3.73E-01,6.33E-02,1.04E-01,1.56E-02
1034.7852465_-4169.457843,1.59E-01,2.67E-01,3.71E-01,6.77E-02,7.52E-02,5.99E-02
1034.7852465_-4269.457843,2.15E-01,2.04E-01,3.45E-01,8.79E-02,1.03E-01,4.55E-02
1134.7852465_-2769.457843,9.84E-02,3.20E-02,4.57E-01,1.60E-01,2.28E-01,2.42E-02
1134.7852465_-2869.457843,1.01E-02,2.74E-01,2.92E-01,8.56E-02,1.54E-01,1.85E-01
1134.7852465_-2969.457843,1.75E-01,1.48E-01,3.74E-01,1.13E-01,1.55E-01,3.54E-02
1134.7852465_-3069.457843,1.57E-01,2.08E-01,2.68E-01,1.28E-01,1.94E-01,4.55E-02
1134.7852465_-3169.457843,8.84E-02,1.39E-01,3.46E-01,1.32E-01,1.35E-01,1.59E-01
1134.7852465_-3269.457843,3.76E-02,1.73E-01,3.68E-01,1.25E-01,2.32E-01,6.51E-02
1134.7852465_-3369.457843,3.82E-02,2.98E-01,3.09E-01,9.47E-02,1.50E-01,1.11E-01
1134.7852465_-3469.457843,1.07E-01,1.13E-01,3.12E-01,1.67E-01,2.37E-01,6.33E-02
1134.7852465_-3569.457843,1.80E-01,1.57E-01,4.10E-01,9.05E-02,8.73E-02,7.55E-02
1134.7852465_-3669.457843,7.96E-02,2.77E-01,3.92E-01,7.19E-02,8.56E-02,9.32E-02
1134.7852465_-3769.457843,2.23E-01,2.68E-01,2.31E-01,9.67E-02,1.06E-01,7.54E-02
1134.7852465_-3869.457843,2.08E-01,1.93E-01,2.43E-01,1.31E-01,1.72E-01,5.25E-02
1134.7852465_-3969.457843,1.89E-01,2.08E-01,2.32E-01,1.20E-01,1.13E-01,1.38E-01
1134.7852465_-4069.457843,1.45E-01,2.53E-01,3.29E-01,9.37E-02,1.32E-01,4.63E-02
1134.7852465_-4169.457843,1.78E-01,2.88E-01,3.16E-01,7.22E-02,7.83E-02,6.76E-02
1134.7852465_-4269.457843,1.87E-02,2.11E-01,1.65E-01,1.23E-01,1.69E-01,3.14E-01
1234.7852465_-2769.457843,8.82E-02,2.52E-02,4.90E-01,1.52E-01,2.26E-01,1.85E-02
1234.7852465_-2869.457843,3.44E-02,2.04E-01,4.17E-01,9.99E-02,1.78E-01,6.74E-02
1234.7852465_-2969.457843,1.89E-01,1.59E-01,3.87E-01,9.87E-02,1.05E-01,6.17E-02
1234.7852465_-3069.457843,9.47E-02,2.80E-01,3.40E-01,8.85E-02,1.15E-01,8.20E-02
1234.7852465_-3169.457843,1.41E-01,1.25E-01,3.54E-01,1.21E-01,1.04E-01,1.55E-01
1234.7852465_-3269.457843,8.48E-02,2.20E-01,3.45E-01,1.13E-01,1.66E-01,7.02E-02
1234.7852465_-3369.457843,1.12E-01,1.70E-01,4.23E-01,1.02E-01,1.25E-01,6.81E-02
1234.7852465_-3469.457843,7.95E-02,1.20E-01,5.65E-01,8.13E-02,9.41E-02,6.04E-02
1234.7852465_-3569.457843,1.02E-02,9.38E-02,2.78E-01,1.63E-01,3.45E-01,1.10E-01
1234.7852465_-3669.457843,4.98E-02,2.30E-01,4.42E-01,8.40E-02,1.46E-01,4.80E-02
1234.7852465_-3769.457843,2.22E-01,2.82E-01,2.30E-01,8.97E-02,9.44E-02,8.10E-02
1234.7852465_-3869.457843,2.18E-01,2.78E-01,2.63E-01,7.93E-02,7.83E-02,8.34E-02
1234.7852465_-3969.457843,1.37E-01,2.63E-01,3.35E-01,8.93E-02,1.15E-01,6.10E-02
1234.7852465_-4069.457843,2.05E-02,2.48E-01,2.48E-01,1.23E-01,2.93E-01,6.87E-02
1234.7852465_-4169.457843,1.06E-02,3.72E-01,1.85E-01,8.78E-02,1.80E-01,1.65E-01
1234.7852465_-4269.457843,1.57E-02,1.97E-01,2.10E-01,1.10E-01,1.47E-01,3.21E-01
1334.7852465_-2769.457843,9.52E-04,2.42E-01,3.84E-01,4.89E-02,1.27E-01,1.97E-01
1334.7852465_-2869.457843,3.17E-02,2.26E-01,3.87E-01,9.15E-02,2.41E-01,2.36E-02
1334.7852465_-2969.457843,1.31E-02,3.51E-01,2.19E-01,9.09E-02,1.84E-01,1.42E-01
1334.7852465_-3069.457843,7.80E-02,1.97E-01,3.22E-01,1.14E-01,1.24E-01,1.65E-01
1334.7852465_-3169.457843,1.51E-01,1.01E-01,3.65E-01,1.47E-01,1.69E-01,6.74E-02
1334.7852465_-3269.457843,5.63E-02,1.61E-01,3.38E-01,1.32E-01,1.63E-01,1.49E-01
1334.7852465_-3369.457843,8.28E-02,2.47E-01,3.49E-01,9.44E-02,1.12E-01,1.15E-01
1334.7852465_-3469.457843,3.50E-02,2.20E-01,3.67E-01,1.08E-01,1.86E-01,8.51E-02
1334.7852465_-3569.457843,1.17E-01,2.36E-01,3.36E-01,1.04E-01,1.44E-01,6.24E-02
1334.7852465_-3669.457843,4.58E-02,3.11E-01,3.00E-01,9.52E-02,1.54E-01,9.37E-02
1334.7852465_-3769.457843,6.80E-02,1.80E-01,4.36E-01,9.95E-02,1.28E-01,8.78E-02
1334.7852465_-3869.457843,2.03E-01,2.16E-01,3.39E-01,8.36E-02,8.22E-02,7.66E-02
1334.7852465_-3969.457843,1.87E-02,2.44E-01,2.50E-01,1.24E-01,2.60E-01,1.05E-01
1334.7852465_-4069.457843,2.69E-02,2.51E-01,2.75E-01,1.19E-01,2.24E-01,1.04E-01
1334.7852465_-4169.457843,5.96E-02,1.83E-01,3.51E-01,1.07E-01,1.14E-01,1.86E-01
1334.7852465_-4269.457843,9.31E-02,1.97E-01,3.39E-01,1.21E-01,1.61E-01,8.82E-02
1434.7852465_-2769.457843,2.47E-04,2.67E-01,4.79E-01,2.52E-02,8.25E-02,1.46E-01
1434.7852465_-2869.457843,8.80E-04,2.54E-01,3.68E-01,5.90E-02,2.16E-01,1.03E-01
1434.7852465_-2969.457843,7.35E-02,2.38E-01,4.41E-01,7.88E-02,1.29E-01,3.97E-02
1434.7852465_-3069.457843,6.22E-02,1.77E-01,3.34E-01,1.25E-01,1.49E-01,1.54E-01
1434.7852465_-3169.457843,3.40E-02,1.91E-01,3.07E-01,1.33E-01,2.16E-01,1.19E-01
1434.7852465_-3269.457843,1.85E-01,1.71E-01,3.89E-01,8.99E-02,8.75E-02,7.66E-02
1434.7852465_-3369.457843,9.65E-02,1.77E-01,4.46E-01,9.58E-02,1.27E-01,5.81E-02
1434.7852465_-3469.457843,2.82E-02,1.84E-01,4.22E-01,1.04E-01,2.01E-01,6.09E-02
1434.7852465_-3569.457843,6.03E-02,1.75E-01,3.54E-01,1.30E-01,1.94E-01,8.74E-02
1434.7852465_-3669.457843,1.03E-02,1.85E-01,2.52E-01,1.32E-01,2.83E-01,1.38E-01
1434.7852465_-3769.457843,2.19E-02,1.84E-01,3.14E-01,1.21E-01,1.84E-01,1.75E-01
1434.7852465_-3869.457843,8.48E-02,1.85E-01,3.57E-01,1.19E-01,2.20E-01,3.47E-02
1434.7852465_-3969.457843,1.05E-02,2.08E-01,2.51E-01,1.07E-01,1.76E-01,2.47E-01
1434.7852465_-4069.457843,9.41E-02,2.83E-01,4.22E-01,6.44E-02,8.91E-02,4.77E-02
1434.7852465_-4169.457843,8.20E-02,2.05E-01,4.30E-01,9.03E-02,1.14E-01,7.86E-02
1434.7852465_-4269.457843,1.17E-02,2.23E-01,1.63E-01,6.76E-02,7.38E-02,4.61E-01
1534.7852465_-2769.457843,4.33E-04,2.41E-01,5.36E-01,3.07E-02,1.11E-01,8.13E-02
1534.7852465_-2869.457843,2.55E-03,1.73E-01,6.83E-01,2.78E-02,9.94E-02,1.42E-02
1534.7852465_-2969.457843,1.93E-02,1.66E-01,5.67E-01,6.88E-02,1.36E-01,4.28E-02
1534.7852465_-3069.457843,1.37E-01,1.99E-01,4.01E-01,8.04E-02,7.48E-02,1.08E-01
1534.7852465_-3169.457843,7.12E-02,1.36E-01,4.28E-01,1.18E-01,1.38E-01,1.09E-01
1534.7852465_-3269.457843,1.31E-01,2.03E-01,3.68E-01,1.01E-01,1.17E-01,7.99E-02
1534.7852465_-3369.457843,9.35E-02,3.03E-01,3.21E-01,8.75E-02,1.21E-01,7.44E-02
1534.7852465_-3469.457843,5.90E-02,3.39E-01,2.98E-01,8.82E-02,1.46E-01,7.08E-02
1534.7852465_-3569.457843,5.16E-02,3.05E-01,3.24E-01,8.29E-02,1.09E-01,1.27E-01
1534.7852465_-3669.457843,9.69E-03,2.63E-01,2.15E-01,1.07E-01,2.09E-01,1.96E-01
1534.7852465_-3769.457843,1.66E-02,1.79E-01,3.10E-01,1.26E-01,2.24E-01,1.45E-01
1534.7852465_-3869.457843,3.76E-02,1.42E-01,3.73E-01,1.10E-01,1.19E-01,2.18E-01
1534.7852465_-3969.457843,2.00E-02,1.40E-01,3.97E-01,9.20E-02,1.05E-01,2.46E-01
1534.7852465_-4069.457843,1.50E-02,1.35E-01,3.16E-01,1.32E-01,2.06E-01,1.96E-01
1534.7852465_-4169.457843,2.17E-02,1.58E-01,2.48E-01,1.44E-01,2.13E-01,2.15E-01
1534.7852465_-4269.457843,2.85E-05,1.71E-01,2.60E-02,1.37E-02,3.51E-02,7.54E-01
1634.7852465_-2769.457843,2.62E-04,2.70E-01,3.54E-01,4.75E-02,2.45E-01,8.30E-02
1634.7852465_-2869.457843,3.84E-03,1.18E-01,7.33E-01,3.17E-02,1.01E-01,1.27E-02
1634.7852465_-2969.457843,5.34E-03,1.91E-01,5.84E-01,4.93E-02,1.20E-01,5.00E-02
1634.7852465_-3069.457843,4.94E-02,2.74E-01,3.34E-01,8.11E-02,9.44E-02,1.67E-01
1634.7852465_-3169.457843,1.91E-01,1.39E-01,4.50E-01,8.45E-02,1.09E-01,2.70E-02
1634.7852465_-3269.457843,7.99E-02,2.12E-01,3.20E-01,1.12E-01,1.28E-01,1.47E-01
1634.7852465_-3369.457843,3.56E-02,2.17E-01,3.67E-01,9.63E-02,1.26E-01,1.59E-01
1634.7852465_-3469.457843,1.78E-02,1.76E-01,3.04E-01,1.29E-01,2.29E-01,1.44E-01
1634.7852465_-3569.457843,7.94E-03,1.68E-01,2.90E-01,8.66E-02,1.20E-01,3.28E-01
1634.7852465_-3669.457843,2.05E-02,1.68E-01,3.80E-01,1.10E-01,1.68E-01,1.54E-01
1634.7852465_-3769.457843,6.51E-03,3.13E-01,2.28E-01,8.46E-02,1.76E-01,1.92E-01
1634.7852465_-3869.457843,1.54E-02,1.42E-01,2.99E-01,1.32E-01,2.04E-01,2.06E-01
1634.7852465_-3969.457843,1.06E-02,1.83E-01,3.31E-01,9.19E-02,1.35E-01,2.49E-01
1634.7852465_-4069.457843,9.30E-03,1.56E-01,2.74E-01,1.18E-01,1.91E-01,2.51E-01
1634.7852465_-4169.457843,1.31E-02,2.06E-01,2.45E-01,9.43E-02,1.26E-01,3.15E-01
1634.7852465_-4269.457843,2.42E-02,1.57E-01,4.32E-01,1.10E-01,2.12E-01,6.55E-02
1734.7852465_-2769.457843,6.83E-04,1.88E-01,6.09E-01,3.26E-02,1.13E-01,5.61E-02
1734.7852465_-2869.457843,3.24E-03,1.84E-01,6.07E-01,4.34E-02,1.26E-01,3.76E-02
1734.7852465_-2969.457843,4.97E-04,3.10E-01,3.52E-01,4.22E-02,1.46E-01,1.49E-01
1734.7852465_-3069.457843,5.50E-02,1.74E-01,3.27E-01,1.22E-01,1.41E-01,1.80E-01
1734.7852465_-3169.457843,3.05E-02,1.60E-01,3.30E-01,1.06E-01,1.17E-01,2.57E-01
1734.7852465_-3269.457843,1.58E-02,2.09E-01,2.07E-01,7.97E-02,8.78E-02,4.01E-01
1734.7852465_-3369.457843,1.43E-02,2.65E-01,2.29E-01,1.18E-01,2.83E-01,9.08E-02
1734.7852465_-3469.457843,2.78E-02,2.27E-01,2.52E-01,1.15E-01,1.56E-01,2.23E-01
1734.7852465_-3569.457843,1.60E-01,1.42E-01,3.08E-01,1.25E-01,1.08E-01,1.57E-01
1734.7852465_-3669.457843,8.76E-02,2.47E-01,3.90E-01,7.28E-02,7.32E-02,1.29E-01
1734.7852465_-3769.457843,2.37E-01,3.66E-01,2.99E-01,3.41E-02,3.81E-02,2.54E-02
1734.7852465_-3869.457843,1.04E-01,2.26E-01,4.31E-01,7.51E-02,8.49E-02,7.82E-02
1734.7852465_-3969.457843,1.22E-02,2.59E-01,3.94E-01,7.10E-02,1.19E-01,1.45E-01
1734.7852465_-4069.457843,3.26E-02,2.44E-01,3.56E-01,9.72E-02,1.47E-01,1.23E-01
1734.7852465_-4169.457843,1.15E-02,2.07E-01,1.62E-01,1.16E-01,1.75E-01,3.28E-01
1834.7852465_-2769.457843,5.36E-04,2.71E-01,5.31E-01,2.89E-02,1.32E-01,3.65E-02
1834.7852465_-2869.457843,1.64E-04,3.05E-01,4.88E-01,2.35E-02,1.11E-01,7.23E-02
1834.7852465_-2969.457843,4.35E-03,3.07E-01,3.48E-01,6.58E-02,1.66E-01,1.09E-01
1834.7852465_-3069.457843,2.09E-01,2.10E-01,3.72E-01,7.62E-02,8.18E-02,5.12E-02
1834.7852465_-3169.457843,2.06E-01,2.58E-01,3.87E-01,5.42E-02,7.27E-02,2.17E-02
1834.7852465_-3269.457843,1.46E-01,1.99E-01,2.91E-01,9.39E-02,7.48E-02,1.96E-01
1834.7852465_-3369.457843,2.66E-02,1.65E-01,2.91E-01,1.29E-01,1.73E-01,2.15E-01
1834.7852465_-3469.457843,1.29E-01,2.79E-01,3.18E-01,7.26E-02,6.70E-02,1.35E-01
1834.7852465_-3569.457843,1.28E-01,2.93E-01,3.28E-01,6.12E-02,5.31E-02,1.37E-01
1834.7852465_-3669.457843,2.12E-01,2.93E-01,3.82E-01,3.72E-02,3.50E-02,4.11E-02
1834.7852465_-3769.457843,2.54E-01,3.82E-01,3.19E-01,1.54E-02,2.62E-02,3.06E-03
1834.7852465_-3869.457843,7.08E-02,2.26E-01,4.19E-01,8.80E-02,1.19E-01,7.63E-02
1834.7852465_-3969.457843,2.27E-02,2.22E-01,3.92E-01,9.60E-02,1.69E-01,9.90E-02
1834.7852465_-4069.457843,4.79E-03,2.81E-01,2.72E-01,6.20E-02,1.05E-01,2.76E-01
1834.7852465_-4169.457843,3.02E-03,2.01E-01,1.10E-01,2.64E-02,2.52E-02,6.34E-01
1834.7852465_-4269.457843,5.73E-03,1.99E-01,1.94E-01,8.41E-02,1.25E-01,3.93E-01
1934.7852465_-2769.457843,7.95E-04,2.02E-01,5.11E-01,4.12E-02,1.15E-01,1.29E-01
1934.7852465_-2869.457843,6.71E-04,2.26E-01,5.22E-01,3.46E-02,1.00E-01,1.17E-01
1934.7852465_-2969.457843,6.77E-02,1.93E-01,2.64E-01,8.28E-02,6.42E-02,3.29E-01
1934.7852465_-3069.457843,2.47E-02,3.13E-01,2.91E-01,8.21E-02,1.21E-01,1.68E-01
1934.7852465_-3169.457843,3.19E-02,1.90E-01,2.90E-01,1.17E-01,1.46E-01,2.25E-01
1934.7852465_-3269.457843,1.06E-01,1.51E-01,3.29E-01,1.11E-01,9.36E-02,2.09E-01
1934.7852465_-3369.457843,8.85E-02,1.22E-01,3.62E-01,1.38E-01,1.42E-01,1.48E-01
1934.7852465_-3469.457843,8.77E-03,2.69E-01,2.54E-01,1.05E-01,2.63E-01,1.01E-01
1934.7852465_-3569.457843,9.93E-03,1.78E-01,2.63E-01,1.05E-01,1.57E-01,2.88E-01
1934.7852465_-3669.457843,2.83E-02,1.68E-01,3.31E-01,1.30E-01,1.99E-01,1.43E-01
1934.7852465_-3769.457843,9.43E-03,1.41E-01,2.31E-01,1.47E-01,2.81E-01,1.91E-01
1934.7852465_-3869.457843,3.98E-02,2.29E-01,3.73E-01,1.03E-01,1.64E-01,9.15E-02
1934.7852465_-3969.457843,9.90E-03,1.70E-01,2.57E-01,1.10E-01,1.68E-01,2.85E-01
1934.7852465_-4069.457843,1.73E-02,1.69E-01,2.25E-01,1.39E-01,2.13E-01,2.37E-01
1934.7852465_-4169.457843,6.34E-02,2.07E-01,1.42E-01,1.58E-01,1.90E-01,2.40E-01
1934.7852465_-4269.457843,4.44E-02,1.29E-01,2.88E-01,1.69E-01,2.80E-01,9.04E-02
2034.7852465_-2769.457843,3.09E-04,2.83E-01,5.14E-01,2.68E-02,1.21E-01,5.48E-02
2034.7852465_-2869.457843,2.10E-03,1.89E-01,6.50E-01,3.13E-02,9.71E-02,3.05E-02
2034.7852465_-2969.457843,7.71E-03,2.60E-01,3.40E-01,8.19E-02,1.67E-01,1.44E-01
2034.7852465_-3069.457843,2.18E-01,2.30E-01,2.95E-01,9.27E-02,1.04E-01,6.07E-02
2034.7852465_-3169.457843,1.62E-01,1.58E-01,3.81E-01,8.70E-02,6.78E-02,1.44E-01
2034.7852465_-3269.457843,1.43E-01,2.98E-01,3.52E-01,6.45E-02,6.97E-02,7.26E-02
2034.7852465_-3369.457843,4.33E-02,2.74E-01,3.84E-01,8.60E-02,1.51E-01,6.20E-02
2034.7852465_-3469.457843,5.17E-03,3.07E-01,2.15E-01,9.43E-02,2.57E-01,1.22E-01
2034.7852465_-3569.457843,5.97E-03,4.37E-01,2.28E-01,6.22E-02,1.55E-01,1.12E-01
2034.7852465_-3669.457843,1.57E-02,2.73E-01,2.93E-01,1.00E-01,1.96E-01,1.22E-01
2034.7852465_-3769.457843,1.32E-02,1.95E-01,3.88E-01,9.95E-02,1.90E-01,1.14E-01
2034.7852465_-3869.457843,2.21E-02,1.13E-01,3.80E-01,1.35E-01,1.97E-01,1.54E-01
2034.7852465_-3969.457843,1.03E-02,1.83E-01,2.63E-01,9.77E-02,1.39E-01,3.07E-01
2034.7852465_-4069.457843,3.52E-02,1.08E-01,3.34E-01,1.61E-01,2.37E-01,1.25E-01
2034.7852465_-4169.457843,5.32E-02,1.15E-01,2.67E-01,1.83E-01,2.64E-01,1.18E-01
2034.7852465_-4269.457843,2.41E-02,1.21E-01,3.60E-01,1.36E-01,3.18E-01,4.11E-02
2134.7852465_-2769.457843,4.50E-04,2.98E-01,4.29E-01,3.78E-02,1.73E-01,6.17E-02
2134.7852465_-2869.457843,3.71E-03,3.06E-01,3.10E-01,6.71E-02,1.58E-01,1.55E-01
2134.7852465_-2969.457843,5.45E-02,2.70E-01,3.54E-01,8.78E-02,1.16E-01,1.17E-01
2134.7852465_-3069.457843,1.18E-01,2.21E-01,4.05E-01,8.68E-02,1.14E-01,5.44E-02
2134.7852465_-3169.457843,6.27E-02,1.67E-01,2.84E-01,1.55E-01,2.55E-01,7.66E-02
2134.7852465_-3269.457843,5.99E-02,2.24E-01,3.61E-01,1.09E-01,1.77E-01,6.90E-02
2134.7852465_-3369.457843,5.10E-02,3.30E-01,2.48E-01,1.03E-01,1.65E-01,1.03E-01
2134.7852465_-3469.457843,4.72E-02,3.75E-01,2.79E-01,7.19E-02,9.63E-02,1.30E-01
2134.7852465_-3569.457843,2.71E-02,2.36E-01,3.60E-01,1.03E-01,2.09E-01,6.56E-02
2134.7852465_-3669.457843,2.02E-02,1.21E-01,2.64E-01,1.67E-01,3.10E-01,1.18E-01
2134.7852465_-3769.457843,6.07E-03,1.50E-01,2.50E-01,1.35E-01,3.60E-01,9.92E-02
2134.7852465_-3869.457843,4.21E-02,2.01E-01,4.26E-01,8.57E-02,1.04E-01,1.42E-01
2134.7852465_-3969.457843,2.55E-02,2.58E-01,4.00E-01,8.48E-02,1.59E-01,7.28E-02
2134.7852465_-4069.457843,3.16E-02,1.74E-01,3.01E-01,1.34E-01,1.95E-01,1.64E-01
2134.7852465_-4169.457843,1.77E-01,2.03E-01,2.97E-01,1.06E-01,1.03E-01,1.13E-01
2134.7852465_-4269.457843,2.77E-02,1.48E-01,2.44E-01,1.59E-01,2.39E-01,1.83E-01
2234.7852465_-2769.457843,2.69E-02,5.94E-02,5.70E-01,1.10E-01,2.01E-01,3.32E-02
2234.7852465_-2869.457843,1.04E-02,2.66E-01,3.52E-01,8.26E-02,2.51E-01,3.83E-02
2234.7852465_-2969.457843,1.32E-01,1.77E-01,3.43E-01,1.23E-01,1.71E-01,5.47E-02
2234.7852465_-3069.457843,9.87E-02,2.00E-01,3.96E-01,1.00E-01,1.24E-01,8.10E-02
2234.7852465_-3169.457843,2.01E-01,1.46E-01,4.37E-01,8.11E-02,1.15E-01,1.97E-02
2234.7852465_-3269.457843,5.97E-02,2.63E-01,3.22E-01,1.05E-01,2.09E-01,4.19E-02
2234.7852465_-3369.457843,4.05E-02,3.60E-01,3.36E-01,7.05E-02,1.16E-01,7.69E-02
2234.7852465_-3469.457843,1.09E-02,1.92E-01,2.45E-01,1.32E-01,3.28E-01,9.16E-02
2234.7852465_-3569.457843,6.05E-03,1.68E-01,2.06E-01,1.38E-01,3.37E-01,1.45E-01
2234.7852465_-3669.457843,5.68E-02,1.70E-01,3.30E-01,1.39E-01,2.06E-01,9.85E-02
2234.7852465_-3769.457843,3.98E-02,1.52E-01,3.76E-01,1.31E-01,2.10E-01,8.99E-02
2234.7852465_-3869.457843,6.43E-02,2.20E-01,3.60E-01,1.08E-01,1.49E-01,9.95E-02
2234.7852465_-3969.457843,4.22E-02,2.03E-01,4.04E-01,9.84E-02,1.35E-01,1.17E-01
2234.7852465_-4069.457843,4.71E-02,2.59E-01,2.98E-01,1.06E-01,1.44E-01,1.46E-01
2234.7852465_-4169.457843,7.90E-02,7.45E-02,4.36E-01,1.37E-01,2.52E-01,2.16E-02
2234.7852465_-4269.457843,1.23E-01,1.67E-01,2.31E-01,1.44E-01,1.38E-01,1.96E-01
2334.7852465_-2769.457843,9.30E-02,2.83E-02,4.74E-01,1.56E-01,2.27E-01,2.11E-02
2334.7852465_-2869.457843,2.02E-02,2.76E-01,3.41E-01,8.15E-02,1.25E-01,1.57E-01
2334.7852465_-2969.457843,1.56E-01,1.06E-01,4.15E-01,1.08E-01,2.02E-01,1.19E-02
2334.7852465_-3069.457843,4.47E-02,2.06E-01,2.47E-01,1.48E-01,2.55E-01,9.91E-02
2334.7852465_-3169.457843,7.21E-02,1.60E-01,2.65E-01,1.57E-01,1.97E-01,1.48E-01
2334.7852465_-3269.457843,8.45E-02,1.54E-01,4.28E-01,1.12E-01,1.45E-01,7.57E-02
2334.7852465_-3369.457843,1.27E-01,1.89E-01,3.51E-01,1.15E-01,1.44E-01,7.34E-02
2334.7852465_-3469.457843,1.37E-01,1.84E-01,3.99E-01,9.96E-02,1.36E-01,4.49E-02
2334.7852465_-3569.457843,4.74E-03,2.03E-01,2.11E-01,1.10E-01,2.30E-01,2.42E-01
2334.7852465_-3669.457843,1.97E-01,1.49E-01,3.22E-01,1.25E-01,1.64E-01,4.26E-02
2334.7852465_-3769.457843,1.47E-01,2.04E-01,3.69E-01,9.83E-02,1.18E-01,6.45E-02
2334.7852465_-3869.457843,9.52E-02,2.49E-01,3.68E-01,8.35E-02,9.14E-02,1.13E-01
2334.7852465_-3969.457843,2.92E-02,3.87E-01,3.30E-01,6.57E-02,1.46E-01,4.16E-02
2334.7852465_-4069.457843,1.12E-01,9.49E-02,3.18E-01,1.75E-01,2.34E-01,6.59E-02
